"","Feature","mz","rt","intensity","iso_group","status","shift"
"2108","2108","364.1543","7.353","57,402.2","231","filtered","none"
"2095","2095","363.0352","11.019","1,575,055.2","230","keep_rep","C13*1 (z=1)"
"2103","2103","364.0391","11.020","156,375.6","230","filtered","C13*1 (z=1)"
"2112","2112","365.0396","11.019","27,350.8","230","filtered","none"
"2090","2090","362.0510","10.125","10,166,793.2","229","keep_rep","C13*1 (z=1)"
"2096","2096","363.0550","10.125","1,035,337.6","229","filtered","C13*1 (z=1)"
"2104","2104","364.0557","10.125","176,605.1","229","filtered","none"
"2083","2083","360.9984","3.902","482,778.3","228","keep_rep","C13*1 (z=1)"
"2088","2088","361.9999","3.902","64,349.1","228","filtered","none"
"2070","2070","358.7996","16.482","5,639,578.0","227","keep_rep","C13*1 (z=1)"
"2076","2076","359.8029","16.482","196,906.1","227","filtered","none"
"2056","2056","355.1680","1.485","1,689,020.0","226","keep_rep","C13*1 (z=1)"
"2060","2060","356.1716","1.485","335,024.1","226","filtered","none"
"2044","2044","351.1774","7.376","514,127.2","225","keep_rep","C13*1 (z=1)"
"2046","2046","352.1809","7.376","67,188.2","225","filtered","none"
"2025","2025","347.8858","16.051","63,064,654.1","224","keep_rep","C13*1 (z=2); C13*1 (z=1)"
"2030","2030","348.3875","16.050","5,352,364.1","224","filtered","C13*1 (z=2)"
"2031","2031","348.8880","16.050","2,890,275.3","224","filtered","none"
"2019","2019","347.0400","9.397","17,301,074.7","223","keep_rep","C13*1 (z=1)"
"2026","2026","348.0438","9.397","1,807,762.1","223","filtered","C13*1 (z=1)"
"2034","2034","349.0448","9.397","309,516.8","223","filtered","none"
"2017","2017","346.1193","4.110","482,320.9","222","keep_rep","C13*1 (z=1)"
"2023","2023","347.1229","4.110","52,675.1","222","filtered","none"
"2016","2016","346.1178","7.330","2,258,695.9","221","keep_rep","C13*1 (z=1)"
"2022","2022","347.1211","7.330","267,654.1","221","filtered","none"
"2014","2014","346.0559","8.294","76,494,718.1","220","keep_rep","C13*1 (z=1)"
"2020","2020","347.0597","8.294","7,979,502.1","220","filtered","C13*1 (z=1)"
"2027","2027","348.0607","8.294","1,258,596.9","220","filtered","C13*1 (z=1)"
"2036","2036","349.0637","8.294","98,207.8","220","filtered","none"
"1994","1994","343.0201","9.072","1,960,006.5","219","keep_rep","C13*1 (z=1)"
"2003","2003","344.0235","9.072","129,369.9","219","filtered","none"
"1989","1989","342.0444","12.351","1,323,733.3","218","keep_rep","C13*1 (z=1)"
"1996","1996","343.0479","12.351","153,692.2","218","filtered","none"
"1970","1970","339.2000","1.356","11,608,953.1","217","keep_rep","C13*1 (z=1)"
"1977","1977","340.2034","1.361","2,349,249.6","217","filtered","none"
"1969","1969","339.1233","4.579","1,183,149.7","216","keep_rep","C13*1 (z=1)"
"1976","1976","340.1268","4.578","137,186.7","216","filtered","none"
"1957","1957","337.3116","1.361","256,978.7","215","keep_rep","C13*1 (z=1)"
"1961","1961","338.3148","1.365","33,101.8","215","filtered","none"
"1950","1950","337.0557","9.188","9,392,274.9","214","keep_rep","C13*1 (z=1)"
"1959","1959","338.0596","9.188","884,845.4","214","filtered","C13*1 (z=1)"
"1966","1966","339.0600","9.187","167,404.6","214","filtered","none"
"1944","1944","336.8177","16.507","3,459,278.2","213","keep_rep","C13*1 (z=1)"
"1958","1958","337.8212","16.507","117,258.0","213","filtered","none"
"1930","1930","334.8963","16.065","249,162,280.6","212","keep_rep","C13*1 (z=1)"
"1939","1939","335.8996","16.067","9,100,703.0","212","filtered","C13*1 (z=1)"
"1947","1947","336.9008","16.065","4,578,027.2","212","filtered","none"
"1921","1921","333.0917","1.587","1,618,933.7","211","keep_rep","C13*1 (z=1)"
"1927","1927","334.0955","1.587","243,476.6","211","filtered","none"
"1920","1920","333.0593","9.606","5,084,781.4","210","keep_rep","C13*1 (z=1)"
"1926","1926","334.0628","9.606","490,904.2","210","filtered","C13*1 (z=1)"
"1933","1933","335.0638","9.606","97,381.0","210","filtered","none"
"1907","1907","330.0612","7.587","860,447.5","209","keep_rep","C13*1 (z=1)"
"1916","1916","331.0649","7.587","74,483.4","209","filtered","none"
"1906","1906","329.2490","1.385","459,065.2","208","keep_rep","C13*1 (z=1)"
"1909","1909","330.2521","1.384","68,329.5","208","filtered","none"
"1889","1889","328.0585","8.543","4,158,395.2","207","keep_rep","C13*1 (z=1)"
"1903","1903","329.0627","8.543","460,673.2","207","filtered","none"
"1887","1887","327.2329","1.385","632,445.8","206","keep_rep","C13*1 (z=1)"
"1895","1895","328.2368","1.384","90,441.3","206","filtered","none"
"1885","1885","327.1803","1.365","1,186,954.2","205","keep_rep","C13*1 (z=1)"
"1894","1894","328.1835","1.365","203,189.4","205","filtered","none"
"1871","1871","325.1844","1.365","28,021,840.3","204","keep_rep","C13*1 (z=1)"
"1877","1877","326.1878","1.365","5,371,266.9","204","filtered","C13*1 (z=1)"
"1886","1886","327.1907","1.364","539,302.0","204","filtered","none"
"1857","1857","323.0287","9.165","23,933,476.1","203","keep_rep","C13*1 (z=1)"
"1865","1865","324.0323","9.165","2,342,335.1","203","filtered","C13*1 (z=1)"
"1870","1870","325.0332","9.165","457,506.1","203","filtered","none"
"1854","1854","322.9829","8.958","1,151,659.7","202","keep_rep","C13*1 (z=1)"
"1864","1864","323.9860","8.958","95,682.4","202","filtered","none"
"1843","1843","321.0496","7.657","1,921,241.1","201","keep_rep","C13*1 (z=1)"
"1849","1849","322.0531","7.657","191,360.1","201","filtered","none"
"1834","1834","320.0626","12.351","21,490,048.8","200","keep_rep","C13*1 (z=1)"
"1844","1844","321.0660","12.351","2,638,790.6","200","filtered","C13*1 (z=1)"
"1850","1850","322.0671","12.351","483,497.3","200","filtered","none"
"1828","1828","319.0437","10.053","788,675.8","199","keep_rep","C13*1 (z=1)"
"1833","1833","320.0472","10.055","53,125.0","199","filtered","none"
"1826","1826","318.0960","8.024","29,131,882.6","198","keep_rep","C13*1 (z=1)"
"1831","1831","319.0995","8.027","2,868,406.4","198","filtered","C13*1 (z=1)"
"1838","1838","320.1005","8.025","572,668.1","198","filtered","C13*1 (z=1)"
"1846","1846","321.1037","8.024","47,044.3","198","filtered","none"
"1802","1802","315.0814","5.047","375,835.4","197","keep_rep","C13*1 (z=1)"
"1813","1813","316.0845","5.047","32,284.1","197","filtered","none"
"1801","1801","315.0811","8.670","4,148,512.0","196","keep_rep","C13*1 (z=1)"
"1812","1812","316.0842","8.670","418,931.3","196","filtered","none"
"1790","1790","314.9001","16.051","8,581,964.4","195","keep_rep","C13*1 (z=2)"
"1809","1809","315.4016","16.051","584,965.6","195","filtered","none"
"1782","1782","313.1648","1.383","1,555,532.8","194","keep_rep","C13*1 (z=1)"
"1788","1788","314.1679","1.383","256,098.5","194","filtered","none"
"1770","1770","312.1303","7.912","870,968.6","193","keep_rep","C13*1 (z=1)"
"1781","1781","313.1339","7.912","94,567.9","193","filtered","none"
"1760","1760","311.2958","1.385","1,863,262.4","192","keep_rep","C13*1 (z=1)"
"1773","1773","312.2994","1.385","386,403.2","192","filtered","none"
"1758","1758","311.1689","2.608","8,622,052.2","191","keep_rep","C13*1 (z=1)"
"1772","1772","312.1724","2.608","1,526,481.0","191","filtered","none"
"1756","1756","311.1688","1.367","36,447,121.9","190","keep_rep","C13*1 (z=1)"
"1771","1771","312.1723","1.367","6,545,967.3","190","filtered","C13*1 (z=1)"
"1783","1783","313.1751","1.367","615,826.6","190","filtered","none"
"1748","1748","310.1146","7.935","1,605,707.3","189","keep_rep","C13*1 (z=1)"
"1755","1755","311.1181","7.935","176,528.2","189","filtered","none"
"1743","1743","309.2802","1.384","1,542,898.6","188","keep_rep","C13*1 (z=1)"
"1750","1750","310.2836","1.384","305,541.6","188","filtered","none"
"1731","1731","308.9784","10.267","727,380.8","187","keep_rep","C13*1 (z=1)"
"1745","1745","309.9820","10.268","28,665.2","187","filtered","none"
"1724","1724","308.0990","7.657","1,219,602.9","186","keep_rep","C13*1 (z=1)"
"1739","1739","309.1024","7.657","141,013.4","186","filtered","none"
"1721","1721","308.0724","8.543","13,101,741.8","185","keep_rep","C13*1 (z=1)"
"1737","1737","309.0758","8.543","1,383,495.2","185","filtered","none"
"1716","1716","307.2642","1.388","460,575.8","184","keep_rep","C13*1 (z=1)"
"1728","1728","308.2677","1.387","65,460.0","184","filtered","none"
"1713","1713","307.1125","3.621","1,205,766.1","183","keep_rep","C13*1 (z=1)"
"1725","1725","308.1160","3.621","181,328.1","183","filtered","none"
"1712","1712","307.1124","1.630","1,486,374.7","182","keep_rep","C13*1 (z=1)"
"1726","1726","308.1159","1.630","225,450.6","182","filtered","none"
"1705","1705","306.0766","8.543","311,305,192.2","181","keep_rep","C13*1 (z=1)"
"1709","1709","307.0800","8.542","33,944,045.9","181","filtered","C13*1 (z=1)"
"1722","1722","308.0812","8.543","4,245,239.9","181","filtered","C13*1 (z=1)"
"1738","1738","309.0845","8.543","363,608.1","181","filtered","none"
"1703","1703","306.0582","3.996","4,543,039.5","180","keep_rep","C13*1 (z=1)"
"1708","1708","307.0617","3.996","432,131.4","180","filtered","none"
"1684","1684","303.2330","1.410","1,321,280.8","179","keep_rep","C13*1 (z=1)"
"1694","1694","304.2364","1.410","264,698.9","179","filtered","none"
"1681","1681","303.0836","10.384","1,316,585.6","178","keep_rep","C13*1 (z=1)"
"1693","1693","304.0871","10.384","149,114.4","178","filtered","none"
"1674","1674","302.5337","9.258","3,458,128.7","177","keep_rep","C13*1 (z=2); C13*1 (z=1)"
"1679","1679","303.0355","9.258","653,268.5","177","filtered","C13*1 (z=2)"
"1685","1685","303.5363","9.258","162,537.4","177","filtered","none"
"1670","1670","302.0521","12.351","15,295,576.8","176","keep_rep","C13*1 (z=1)"
"1680","1680","303.0555","12.351","1,843,617.2","176","filtered","C13*1 (z=1)"
"1690","1690","304.0566","12.349","291,255.8","176","filtered","none"
"1662","1662","301.0420","4.579","660,211.9","175","keep_rep","C13*1 (z=1)"
"1669","1669","302.0453","4.579","62,222.6","175","filtered","none"
"1653","1653","300.0491","8.981","3,987,278.4","174","keep_rep","C13*1 (z=1)"
"1664","1664","301.0525","8.981","349,343.7","174","filtered","none"
"1651","1651","299.2593","1.405","935,412.5","173","keep_rep","C13*1 (z=1)"
"1657","1657","300.2630","1.400","135,814.3","173","filtered","none"
"1637","1637","298.1145","7.892","1,257,045.8","172","keep_rep","C13*1 (z=1)"
"1646","1646","299.1180","7.890","128,459.9","172","filtered","none"
"1629","1629","297.1530","1.385","14,879,070.3","171","keep_rep","C13*1 (z=1)"
"1640","1640","298.1566","1.385","2,476,556.3","171","filtered","C13*1 (z=1)"
"1650","1650","299.1589","1.384","175,365.9","171","filtered","none"
"1628","1628","297.1345","2.721","39,632,565.6","170","keep_rep","C13*1 (z=1)"
"1638","1638","298.1378","2.721","6,562,097.9","170","filtered","C13*1 (z=1)"
"1648","1648","299.1400","2.721","713,224.5","170","filtered","none"
"1606","1606","294.9036","16.065","172,949,189.8","169","keep_rep","C13*1 (z=2); C13*1 (z=1)"
"1615","1615","295.4053","16.060","2,427,558.2","169","filtered","C13*1 (z=2)"
"1617","1617","295.9068","16.060","6,000,574.2","169","filtered","none"
"1605","1605","294.8855","6.677","113,960.3","168","filtered","C13*1 (z=1)"
"1616","1616","295.8868","6.677","140,774.0","168","filtered","C13*1 (z=1)"
"1623","1623","296.8854","6.677","146,331.7","168","keep_rep","none"
"1585","1585","292.9236","9.674","25,973,576.2","167","keep_rep","C13*1 (z=1)"
"1596","1596","293.9281","9.674","109,804.5","167","filtered","C13*1 (z=1)"
"1607","1607","294.9276","9.674","612,124.6","167","filtered","none"
"1583","1583","292.8278","16.507","9,571,401.7","166","keep_rep","C13*1 (z=1)"
"1595","1595","293.8313","16.507","222,119.6","166","filtered","none"
"1574","1574","290.9680","10.995","2,333,510.7","165","keep_rep","C13*1 (z=1)"
"1578","1578","291.9714","10.995","117,894.0","165","filtered","C13*1 (z=1)"
"1587","1587","292.9723","10.996","35,853.6","165","filtered","none"
"1561","1561","289.0333","9.913","469,731.2","164","keep_rep","C13*1 (z=1)"
"1572","1572","290.0367","9.912","27,421.5","164","filtered","none"
"1551","1551","287.0524","6.794","1,286,537.9","163","keep_rep","C13*1 (z=1)"
"1555","1555","288.0558","6.793","132,891.8","163","filtered","none"
"1550","1550","287.0498","8.958","2,707,212.1","162","keep_rep","C13*1 (z=1)"
"1554","1554","288.0534","8.958","223,262.4","162","filtered","none"
"1540","1540","286.0560","4.177","603,042.9","161","keep_rep","C13*1 (z=1)"
"1552","1552","287.0595","4.180","51,772.5","161","filtered","none"
"1524","1524","283.2644","1.425","260,087,165.1","160","keep_rep","C13*1 (z=1)"
"1530","1530","284.2677","1.424","51,041,903.5","160","filtered","C13*1 (z=1)"
"1536","1536","285.2709","1.424","4,762,090.9","160","filtered","C13*1 (z=1)"
"1543","1543","286.2737","1.425","315,735.3","160","filtered","none"
"1517","1517","283.0686","6.724","1,644,072.6","159","keep_rep","C13*1 (z=1)"
"1528","1528","284.0721","6.724","164,698.6","159","filtered","none"
"1509","1509","282.0204","10.007","708,788.0","158","keep_rep","C13*1 (z=2)"
"1514","1514","282.5221","10.007","115,813.3","158","filtered","none"
"1507","1507","281.2488","1.405","12,483,400.1","157","keep_rep","C13*1 (z=1)"
"1513","1513","282.2521","1.405","2,371,538.5","157","filtered","none"
"1499","1499","280.9971","7.353","1,698,617.3","156","keep_rep","C13*1 (z=1)"
"1508","1508","281.9974","7.353","157,217.8","156","filtered","none"
"1496","1496","280.4507","10.220","198,820.4","155","filtered","C13*1 (z=2)"
"1498","1498","280.9496","10.220","232,199.7","155","keep_rep","none"
"1486","1486","279.1240","1.485","20,831,148.5","154","keep_rep","C13*1 (z=1)"
"1494","1494","280.1273","1.485","3,375,045.1","154","filtered","C13*1 (z=1)"
"1506","1506","281.1298","1.485","313,832.5","154","filtered","none"
"1483","1483","279.0600","4.579","3,166,540.8","153","keep_rep","C13*1 (z=1)"
"1493","1493","280.0634","4.579","329,157.2","153","filtered","none"
"1465","1465","276.8537","16.458","11,757,863.5","152","keep_rep","C13*1 (z=1)"
"1472","1472","277.8572","16.458","274,897.6","152","filtered","none"
"1448","1448","272.0890","8.522","4,498,174.9","151","keep_rep","C13*1 (z=1)"
"1454","1454","273.0926","8.522","450,761.9","151","filtered","none"
"1443","1443","271.2281","1.425","855,211.2","150","keep_rep","C13*1 (z=1)"
"1449","1449","272.2313","1.417","110,527.8","150","filtered","none"
"1435","1435","270.9319","9.118","1,672,273.2","149","keep_rep","C13*1 (z=1)"
"1444","1444","271.9317","9.118","188,917.0","149","filtered","none"
"1427","1427","269.2487","1.424","2,157,066.9","148","keep_rep","C13*1 (z=1)"
"1432","1432","270.2521","1.425","394,560.6","148","filtered","none"
"1421","1421","268.9245","16.068","107,892,829.8","147","keep_rep","C13*1 (z=1)"
"1428","1428","269.9279","16.071","2,517,440.1","147","filtered","C13*1 (z=1)"
"1434","1434","270.9288","16.071","1,679,464.6","147","filtered","none"
"1413","1413","267.0738","4.883","1,040,063.4","146","keep_rep","C13*1 (z=1)"
"1418","1418","268.0772","4.883","97,561.0","146","filtered","none"
"1392","1392","265.0445","3.879","1,620,050.1","145","keep_rep","C13*1 (z=1)"
"1404","1404","266.0478","3.879","150,676.6","145","filtered","none"
"1382","1382","263.4755","10.220","3,401,368.8","144","keep_rep","C13*1 (z=2)"
"1384","1384","263.9765","10.220","720,920.2","144","filtered","C13*1 (z=2)"
"1388","1388","264.4738","10.220","419,275.0","144","filtered","none"
"1363","1363","260.8798","16.361","9,788,007.1","143","keep_rep","C13*1 (z=1)"
"1373","1373","261.8832","16.362","216,526.1","143","filtered","C13*1 (z=1)"
"1378","1378","262.8840","16.362","101,813.4","143","filtered","none"
"1340","1340","257.0894","4.672","778,521.9","142","keep_rep","C13*1 (z=1)"
"1348","1348","258.0926","4.672","68,104.0","142","filtered","none"
"1334","1334","256.0958","8.024","20,644,653.9","141","keep_rep","C13*1 (z=1)"
"1341","1341","257.0990","8.025","1,697,832.2","141","filtered","C13*1 (z=1)"
"1349","1349","258.0998","8.024","222,410.9","141","filtered","none"
"1329","1329","255.2332","1.442","473,830,417.8","140","keep_rep","C13*1 (z=1)"
"1335","1335","256.2365","1.442","82,875,225.6","140","filtered","C13*1 (z=1)"
"1344","1344","257.2397","1.442","6,462,178.0","140","filtered","C13*1 (z=1)"
"1350","1350","258.2414","1.445","361,085.1","140","filtered","none"
"1318","1318","254.6981","2.879","865,972.7","139","keep_rep","C13*1 (z=3)"
"1327","1327","255.0325","2.879","211,271.6","139","filtered","none"
"1314","1314","253.2177","1.425","2,814,272.2","138","keep_rep","C13*1 (z=1)"
"1317","1317","254.2213","1.425","440,950.0","138","filtered","none"
"1305","1305","251.9620","10.995","902,603.2","137","keep_rep","C13*1 (z=2)"
"1309","1309","252.4629","10.995","171,455.1","137","filtered","none"
"1290","1290","249.1136","1.485","1,037,933.8","136","keep_rep","C13*1 (z=1)"
"1296","1296","250.1169","1.485","142,542.7","136","filtered","none"
"1283","1283","248.0802","2.653","390,852.8","135","keep_rep","C13*1 (z=2)"
"1284","1284","248.5818","2.653","95,560.3","135","filtered","none"
"1280","1280","248.0544","6.840","3,364,437.1","134","keep_rep","C13*1 (z=1)"
"1289","1289","249.0579","6.840","225,827.4","134","filtered","none"
"1267","1267","246.0574","6.840","9,123,497.8","133","keep_rep","C13*1 (z=1)"
"1277","1277","247.0609","6.840","633,194.3","133","filtered","none"
"1265","1265","245.9713","5.047","972,690.3","132","keep_rep","C13*1 (z=1)"
"1273","1273","246.9714","5.047","68,840.7","132","filtered","none"
