"","Feature","mz","rt","intensity","iso_group","status","shift"
"763","763","182.9888","16.071","214,773.5","","kept","none"
"764","764","182.9967","9.652","332,704.2","","kept","none"
"765","765","183.0109","1.364","252,057.2","","kept","none"
"768","768","183.0815","1.485","363,326.6","","kept","none"
"769","769","183.0928","3.598","76,013.3","","kept","none"
"771","771","183.9706","8.649","1,525,207.1","","kept","none"
"772","772","183.9928","4.556","77,027.7","","kept","none"
"773","773","184.0017","8.649","197,907.5","","kept","none"
"774","774","184.0380","8.958","598,829.4","","kept","none"
"775","775","184.0788","7.341","142,733.3","","kept","none"
"776","776","184.8229","6.239","71,353.4","","kept","none"
"777","777","184.8587","6.794","362,780.6","","kept","none"
"778","778","184.9294","16.385","306,810.5","","kept","none"
"779","779","184.9549","11.305","108,184.1","","kept","none"
"780","780","184.9679","16.071","24,155,676.2","","kept","none"
"781","781","184.9857","10.360","872,063.7","","kept","none"
"782","782","185.0219","8.024","76,096.6","","kept","none"
"783","783","185.0221","5.351","1,685,769.0","","kept","none"
"784","784","185.0748","0.219","1,488,486.7","","kept","none"
"785","785","185.0747","1.370","1,540,177.3","","kept","none"
"788","788","185.9715","16.071","515,584.4","","kept","none"
"789","789","186.0256","5.374","53,037.7","","kept","none"
"790","790","186.0258","8.649","227,954.4","","kept","none"
"791","791","186.0384","5.047","81,427.4","","kept","none"
"792","792","186.0464","10.291","30,698.8","","kept","none"
"793","793","186.0727","2.743","567,504.4","","kept","none"
"794","794","187.0249","10.568","98,303.8","","kept","none"
"797","797","187.0765","1.489","66,992.6","","kept","none"
"798","798","187.1088","6.794","237,972.0","","kept","none"
"799","799","187.1340","2.676","76,327.1","","kept","none"
"800","800","187.9876","8.981","247,983.0","","kept","none"
"801","801","187.9982","5.873","10,671.4","","kept","none"
"805","805","188.5452","7.353","30,164.2","","kept","none"
"807","807","188.9395","0.957","1,476,493.2","","kept","none"
"808","808","189.0350","6.514","446,297.1","","kept","none"
"809","809","189.0518","10.007","111,144.1","","kept","none"
"811","811","189.0881","7.891","155,227.7","","kept","none"
"812","812","189.0921","1.485","1,169,297.1","","kept","none"
"814","814","190.0099","4.556","1,330,090.5","","kept","none"
"815","815","190.0511","2.994","42,335.7","","kept","none"
"816","816","190.0510","7.081","53,401.2","","kept","none"
"817","817","190.0722","3.574","51,693.0","","kept","none"
"818","818","190.0956","1.486","119,237.0","","kept","none"
"819","819","190.1450","2.182","356,332.0","","kept","none"
"820","820","190.8920","16.532","232,549.4","","kept","none"
"821","821","190.8924","6.864","94,504.1","","kept","none"
"822","822","190.9367","16.556","280,236.8","","kept","none"
"825","825","191.0561","8.455","129,980.5","","kept","none"
"826","826","191.0715","1.485","183,731.4","","kept","none"
"827","827","191.0827","2.879","154,655.9","","kept","none"
"829","829","192.0336","8.713","135,357.9","","kept","none"
"830","830","192.0338","2.994","296,954.0","","kept","none"
"831","831","192.0338","5.699","358,890.9","","kept","none"
"832","832","192.0338","6.724","113,756.1","","kept","none"
"834","834","192.0826","2.720","5,952,087.9","","kept","none"
"835","835","192.0827","1.316","1,298,393.6","","kept","none"
"836","836","192.0827","0.217","1,255,559.6","","kept","none"
"837","837","192.0878","4.883","69,987.6","","kept","none"
"838","838","192.5842","2.698","1,004,979.0","","kept","none"
"839","839","192.8895","6.864","76,096.2","","kept","none"
"840","840","192.9198","15.370","722,776.7","","kept","none"
"841","841","192.9197","13.681","723,073.4","","kept","none"
"842","842","192.9197","11.923","710,121.9","","kept","none"
"843","843","192.9883","8.024","1,007,375.4","","kept","none"
"844","844","192.9882","9.095","143,962.2","","kept","none"
"845","845","192.9885","6.630","25,211.1","","kept","none"
"846","846","192.9909","8.317","122,802.9","","kept","none"
"847","847","193.0238","11.293","129,794.7","","kept","none"
"849","849","193.0804","2.720","504,335.6","","kept","none"
"850","850","193.9791","6.911","51,366.9","","kept","none"
"851","851","194.0047","9.119","146,393.1","","kept","none"
"852","852","194.0447","1.587","100,393.9","","kept","none"
"853","853","194.8910","10.900","51,247.7","","kept","none"
"854","854","194.9004","10.007","986,837.9","","kept","none"
"855","855","194.9006","11.186","1,084,835.8","","kept","none"
"856","856","194.9059","0.981","3,087,387.0","","kept","none"
"857","857","194.9059","12.689","3,536,175.8","","kept","none"
"859","859","194.9370","10.852","6,157,916.1","","kept","none"
"860","860","194.9373","9.983","2,286,302.0","","kept","none"
"861","861","194.9465","11.353","8,991,257.1","","kept","none"
"862","862","194.9466","12.762","1,534,128.7","","kept","none"
"864","864","194.9466","14.136","544,460.3","","kept","none"
"865","865","194.9466","15.322","153,438.1","","kept","none"
"866","866","195.0062","8.868","227,005.9","","kept","none"
"867","867","195.0333","3.248","47,128.8","","kept","none"
"869","869","195.0564","3.110","118,203.4","","kept","none"
"871","871","195.1026","1.567","394,491.0","","kept","none"
"872","872","195.9059","12.689","600,549.4","","kept","none"
"875","875","195.9761","6.922","72,590.7","","kept","none"
"877","877","196.0579","14.113","70,369.1","","kept","none"
"878","878","196.0616","12.328","113,307.1","","kept","none"
"880","880","196.0727","4.579","274,137.1","","kept","none"
"884","884","196.8949","11.186","23,300,260.7","","kept","none"
"885","885","196.9061","16.434","115,850.5","","kept","none"
"886","886","196.9233","10.876","633,972.4","","kept","none"
"887","887","196.9259","16.532","77,631.4","","kept","none"
"888","888","196.9324","10.865","310,037.6","","kept","none"
"890","890","197.0057","4.133","322,878.9","","kept","none"
"892","892","197.0566","8.500","118,012.8","","kept","none"
"894","894","197.8080","6.630","590,554.4","","kept","none"
"897","897","197.8951","11.209","2,554,498.3","","kept","none"
"899","899","198.0608","6.840","177,714.5","","kept","none"
"900","900","198.8092","6.794","834,013.9","","kept","none"
"901","901","198.8934","11.197","595,483.4","","kept","none"
"902","902","198.8933","9.984","531,877.8","","kept","none"
"904","904","198.9087","10.829","45,375.0","","kept","none"
"905","905","198.9180","11.496","1,766,749.8","","kept","none"
"906","906","198.9181","15.175","258,369.1","","kept","none"
"907","907","198.9179","10.615","1,430,155.6","","kept","none"
"908","908","198.9180","12.737","1,088,146.9","","kept","none"
"909","909","198.9180","13.632","720,108.7","","kept","none"
"910","910","198.9178","9.698","2,321,050.1","","kept","none"
"911","911","198.9544","6.824","108,765.5","","kept","none"
"912","912","199.0015","7.494","74,752.6","","kept","none"
"914","914","199.0376","3.879","1,061,818.3","","kept","none"
"916","916","199.0375","8.024","131,353.1","","kept","none"
"917","917","199.0904","2.698","2,473,268.6","","kept","none"
"918","918","199.1340","1.509","124,810.8","","kept","none"
"920","920","199.5922","2.698","433,714.1","","kept","none"
"923","923","200.0565","3.908","40,689.9","","kept","none"
"924","924","200.0884","2.676","197,090.0","","kept","none"
"926","926","200.8063","6.794","1,150,471.9","","kept","none"
"927","927","200.9035","16.483","1,393,192.2","","kept","none"
"928","928","200.9093","16.483","95,593.2","","kept","none"
"929","929","200.9419","16.385","4,920,643.9","","kept","none"
"930","930","201.0170","9.282","41,230.0","","kept","none"
"931","931","201.0193","8.409","63,826.6","","kept","none"
"932","932","201.0382","9.628","109,778.4","","kept","none"
"934","934","201.0882","3.063","103,108.6","","kept","none"
"935","935","201.0921","1.486","145,025.9","","kept","none"
"936","936","201.1246","6.121","30,170.2","","kept","none"
"937","937","201.1359","11.804","98,858.2","","kept","none"
"938","938","201.9454","16.386","103,138.4","","kept","none"
"939","939","201.9557","4.556","52,273.8","","kept","none"
"940","940","201.9814","8.649","255,388.5","","kept","none"
"941","941","202.0035","8.649","347,456.0","","kept","none"
"942","942","202.0722","9.305","228,328.5","","kept","none"
"943","943","202.0722","6.968","58,721.7","","kept","none"
"944","944","202.8034","6.794","589,789.9","","kept","none"
"945","945","202.9401","16.386","353,574.4","","kept","none"
"946","946","202.9462","16.386","57,867.2","","kept","none"
"947","947","202.9527","16.068","3,176,665.0","","kept","none"
"948","948","203.0021","2.845","166,889.5","","kept","none"
"949","949","203.0287","7.844","169,376.5","","kept","none"
"950","950","203.0327","3.621","36,052.5","","kept","none"
"952","952","203.0675","5.282","213,013.3","","kept","none"
"953","953","203.0674","9.351","181,830.1","","kept","none"
"955","955","203.0889","13.583","40,391.7","","kept","none"
"956","956","204.0512","8.649","315,911.3","","kept","none"
"958","958","204.0642","4.203","57,379.8","","kept","none"
"959","959","204.0666","3.017","44,274.9","","kept","none"
"961","961","204.0878","6.537","102,750.7","","kept","none"
"962","962","204.8004","6.810","127,172.9","","kept","none"
"964","964","205.0354","10.663","799,408.4","","kept","none"
"965","965","205.0752","6.816","126,893.9","","kept","none"
"966","966","205.0831","7.317","180,566.2","","kept","none"
"970","970","206.0469","0.980","900,513.4","","kept","none"
"971","971","206.0469","6.169","856,201.6","","kept","none"
"973","973","206.9114","16.312","2,276,339.6","","kept","none"
"976","976","206.9500","0.957","1,942,248.7","","kept","none"
"977","977","206.9500","7.633","499,445.6","","kept","none"
"978","978","206.9583","8.936","1,406,871.3","","kept","none"
"980","980","207.0040","8.024","138,121.9","","kept","none"
"981","981","207.0041","5.328","67,893.8","","kept","none"
"982","982","207.0122","1.739","479,436.4","","kept","none"
"983","983","207.1392","1.462","514,306.2","","kept","none"
"984","984","207.1392","19.284","375,620.3","","kept","none"
"986","986","207.9559","8.981","1,845,438.8","","kept","none"
"987","987","207.9789","6.606","138,616.3","","kept","none"
"988","988","208.0204","5.047","237,550.4","","kept","none"
"989","989","208.8453","6.769","146,468.1","","kept","none"
"990","990","208.9027","6.910","66,795.2","","kept","none"
"991","991","208.9347","6.770","532,940.7","","kept","none"
"992","992","208.9516","4.111","33,351.7","","kept","none"
"993","993","208.9542","16.060","1,853,783.2","","kept","none"
"994","994","208.9851","8.135","123,393.8","","kept","none"
"995","995","209.0667","6.817","63,863.4","","kept","none"
"996","996","209.9100","8.363","66,191.7","","kept","none"
"997","997","209.9501","4.579","264,913.9","","kept","none"
"998","998","209.9535","8.981","236,324.8","","kept","none"
"999","999","209.9760","6.606","110,375.3","","kept","none"
"1000","1000","210.0077","9.628","134,324.5","","kept","none"
"1001","1001","210.0885","8.521","265,915.9","","kept","none"
"1002","1002","210.8424","6.769","213,699.3","","kept","none"
"1003","1003","210.8820","16.507","270,146.4","","kept","none"
"1004","1004","210.8997","6.910","41,727.5","","kept","none"
"1005","1005","210.9317","6.770","207,998.5","","kept","none"
"1006","1006","211.0014","10.268","350,445.4","","kept","none"
"1007","1007","211.0014","7.633","2,094,483.7","","kept","none"
"1008","1008","211.0977","1.693","206,796.3","","kept","none"
"1009","1009","211.1340","1.507","211,626.5","","kept","none"
"1010","1010","212.0048","6.980","308,957.5","","kept","none"
"1011","1011","212.0167","5.839","139,934.1","","kept","none"
"1012","1012","212.0178","4.579","109,038.3","","kept","none"
"1013","1013","212.8395","6.770","106,794.0","","kept","none"
"1014","1014","212.9626","9.072","64,896.6","","kept","none"
"1015","1015","212.9912","5.538","68,074.1","","kept","none"
"1016","1016","213.0056","6.992","66,886.5","","kept","none"
"1017","1017","213.0123","2.971","336,096.4","","kept","none"
"1018","1018","213.0130","4.579","786,164.8","","kept","none"
"1019","1019","213.0170","8.868","386,339.6","","kept","none"
"1020","1020","213.0845","14.113","154,093.8","","kept","none"
"1021","1021","213.0924","1.485","192,554.5","","kept","none"
"1022","1022","213.5140","2.948","58,061.0","","kept","none"
"1023","1023","214.0334","7.890","92,671.2","","kept","none"
"1025","1025","215.0286","7.890","127,047.9","","kept","none"
"1026","1026","215.0329","6.910","444,370.6","","kept","none"
"1029","1029","216.0433","6.863","685,515.0","","kept","none"
"1030","1030","216.0515","12.351","414,971.2","","kept","none"
"1032","1032","216.8539","12.423","438,651.2","","kept","none"
"1033","1033","216.9098","10.829","674,294.4","","kept","none"
"1034","1034","216.9159","16.507","4,565,567.3","","kept","none"
"1035","1035","216.9193","10.805","1,098,562.1","","kept","none"
"1036","1036","216.9286","11.472","2,564,757.9","","kept","none"
"1037","1037","216.9285","10.615","2,277,879.3","","kept","none"
"1038","1038","216.9286","12.738","1,668,717.6","","kept","none"
"1039","1039","216.9286","15.199","394,080.0","","kept","none"
"1040","1040","216.9284","9.721","4,079,069.9","","kept","none"
"1041","1041","216.9286","13.632","1,174,563.0","","kept","none"
"1042","1042","217.0299","6.910","133,515.1","","kept","none"
"1043","1043","217.0485","7.283","14,954,506.6","","kept","none"
"1044","1044","217.0830","4.579","241,717.6","","kept","none"
"1045","1045","217.9193","16.507","97,153.0","","kept","none"
"1046","1046","218.0404","6.863","243,273.7","","kept","none"
"1047","1047","218.0518","7.306","957,995.1","","kept","none"
"1049","1049","218.1035","1.982","3,203,223.3","","kept","none"
"1051","1051","218.9053","10.829","66,743.6","","kept","none"
"1052","1052","218.9140","16.507","667,531.3","","kept","none"
"1053","1053","218.9198","16.507","57,789.2","","kept","none"
"1054","1054","219.0040","8.024","193,629.1","","kept","none"
"1055","1055","219.0277","7.353","240,727.3","","kept","none"
"1057","1057","219.0511","10.900","43,079.1","","kept","none"
"1059","1059","219.0776","4.367","211,541.2","","kept","none"
"1060","1060","219.0879","3.318","454,067.5","","kept","none"
"1061","1061","219.0888","2.788","670,759.6","","kept","none"
"1062","1062","219.0887","1.695","405,523.9","","kept","none"
"1065","1065","219.1755","1.526","1,041,427.9","","kept","none"
"1066","1066","219.9762","8.649","265,403.3","","kept","none"
"1067","1067","219.9782","9.560","617,383.2","","kept","none"
"1068","1068","220.0089","4.088","509,918.7","","kept","none"
"1072","1072","220.7670","6.215","136,757.4","","kept","none"
"1074","1074","220.9629","8.930","72,267.6","","kept","none"
"1075","1075","221.0198","5.561","493,665.2","","kept","none"
"1076","1076","221.0519","7.353","229,201.0","","kept","none"
"1077","1077","221.1546","1.415","370,019.7","","kept","none"
"1079","1079","221.9844","8.137","27,183.4","","kept","none"
"1080","1080","222.0443","6.677","203,456.1","","kept","none"
"1081","1081","222.7650","6.215","343,271.0","","kept","none"
"1084","1084","222.9238","16.312","987,512.9","","kept","none"
"1085","1085","223.0284","1.445","2,167,387.3","","kept","none"
"1086","1086","223.1341","1.505","819,516.4","","kept","none"
"1088","1088","223.9328","8.113","55,081.4","","kept","none"
"1089","1089","223.9565","6.583","68,257.7","","kept","none"
"1090","1090","223.9640","4.111","41,020.8","","kept","none"
"1091","1091","224.7630","6.215","258,021.5","","kept","none"
"1092","1092","224.8835","16.434","173,198.8","","kept","none"
"1093","1093","224.8894","16.410","56,302.3","","kept","none"
"1094","1094","224.9158","16.090","1,313,503.1","","kept","none"
"1096","1096","225.1691","2.788","327,179.8","","kept","none"
"1097","1097","225.1860","1.445","219,048.0","","kept","none"
"1098","1098","225.9663","4.579","178,494.7","","kept","none"
"1099","1099","226.0487","8.025","3,556,427.8","","kept","none"
"1101","1101","226.0835","4.296","121,342.5","","kept","none"
"1102","1102","226.0852","6.840","30,702.8","","kept","none"
"1103","1103","226.1816","1.567","111,754.4","","kept","none"
"1104","1104","226.7611","6.215","54,593.7","","kept","none"
"1105","1105","226.9639","8.046","69,416.4","","kept","none"
"1106","1106","226.9964","9.889","60,710.2","","kept","none"
"1108","1108","227.0926","2.743","206,831.7","","kept","none"
"1110","1110","227.2018","2.630","1,466,337.2","","kept","none"
"1112","1112","227.9608","8.649","271,439.0","","kept","none"
"1113","1113","228.0280","9.072","96,912.4","","kept","none"
"1115","1115","228.0627","9.561","67,994.4","","kept","none"
"1116","1116","228.0643","7.941","382,031.5","","kept","none"
"1117","1117","228.0989","8.521","221,394.7","","kept","none"
"1120","1120","228.8038","6.747","312,893.3","","kept","none"
"1122","1122","228.9320","0.957","1,792,637.0","","kept","none"
"1123","1123","228.9319","7.633","381,004.4","","kept","none"
"1125","1125","228.9685","5.047","67,006.3","","kept","none"
"1126","1126","229.0026","10.303","36,491.0","","kept","none"
"1127","1127","229.0118","9.560","1,153,391.5","","kept","none"
"1128","1128","229.0467","10.639","211,069.4","","kept","none"
"1129","1129","229.0621","14.113","265,152.8","","kept","none"
"1130","1130","229.0830","9.258","242,797.3","","kept","none"
"1131","1131","229.1346","1.640","127,729.1","","kept","none"
"1136","1136","230.0197","8.027","275,473.3","","kept","none"
"1137","1137","230.0283","5.047","34,704.7","","kept","none"
"1141","1141","230.9875","6.355","62,792.0","","kept","none"
"1142","1142","230.9912","9.792","70,713.6","","kept","none"
"1143","1143","231.0236","5.069","476,347.2","","kept","none"
"1144","1144","231.0275","9.515","211,885.8","","kept","none"
"1147","1147","231.0987","8.203","277,805.3","","kept","none"
"1148","1148","231.1029","1.485","226,445.9","","kept","none"
"1150","1150","231.9555","9.004","622,533.8","","kept","none"
"1152","1152","232.8013","6.746","314,932.3","","kept","none"
"1153","1153","232.9248","6.864","219,854.7","","kept","none"
"1154","1154","232.9622","4.134","21,949.3","","kept","none"
"1155","1155","232.9855","6.355","62,801.0","","kept","none"
"1156","1156","233.0215","5.444","155,772.6","","kept","none"
"1157","1157","233.0780","9.305","295,054.3","","kept","none"
"1158","1158","233.0781","6.049","52,485.9","","kept","none"
"1159","1159","233.0781","5.023","51,734.1","","kept","none"
"1160","1160","233.1547","1.486","1,442,619.5","","kept","none"
"1162","1162","234.1582","1.505","182,013.8","","kept","none"
"1164","1164","234.8724","0.981","357,202.1","","kept","none"
"1166","1166","234.9786","8.670","116,137.8","","kept","none"
"1167","1167","235.0200","5.839","13,704.5","","kept","none"
"1168","1168","235.0726","4.649","253,238.7","","kept","none"
"1169","1169","235.0727","5.955","223,131.6","","kept","none"
"1170","1170","235.0726","3.551","72,375.8","","kept","none"
"1171","1171","235.0791","14.113","520,538.0","","kept","none"
"1172","1172","235.8005","6.748","141,484.0","","kept","none"
"1174","1174","236.0236","10.498","394,355.2","","kept","none"
"1175","1175","236.0306","8.913","207,443.5","","kept","none"
"1176","1176","236.7997","6.724","433,625.3","","kept","none"
"1177","1177","236.8049","6.746","150,798.5","","kept","none"
"1179","1179","236.8935","10.876","166,618.1","","kept","none"
"1180","1180","236.9027","9.673","668,125.7","","kept","none"
"1181","1181","236.9783","8.024","39,900.0","","kept","none"
"1182","1182","236.9985","4.134","73,979.3","","kept","none"
"1183","1183","237.0295","7.358","274,122.7","","kept","none"
"1184","1184","237.0771","2.765","381,591.2","","kept","none"
"1185","1185","237.1246","1.609","3,573,701.9","","kept","none"
"1186","1186","237.1247","2.743","5,652,738.7","","kept","none"
"1188","1188","237.9888","9.561","2,460,821.6","","kept","none"
"1189","1189","238.0101","7.867","72,321.8","","kept","none"
"1191","1191","238.0312","6.377","75,702.9","","kept","none"
"1192","1192","238.1087","2.630","1,136,737.4","","kept","none"
"1193","1193","238.1279","2.743","706,357.2","","kept","none"
"1194","1194","238.7966","6.759","134,747.4","","kept","none"
"1195","1195","238.8018","6.747","177,672.4","","kept","none"
"1197","1197","238.8650","16.507","513,489.1","","kept","none"
"1198","1198","238.8978","16.458","663,735.1","","kept","none"
"1199","1199","239.0038","6.747","94,590.6","","kept","none"
"1200","1200","239.0167","9.514","454,035.4","","kept","none"
"1202","1202","239.0306","7.238","147,189.6","","kept","none"
"1203","1203","239.0599","1.441","1,955,241.5","","kept","none"
"1204","1204","239.0789","3.133","28,957.6","","kept","none"
"1205","1205","239.0928","1.608","376,001.9","","kept","none"
"1206","1206","239.1403","2.630","917,284.1","","kept","none"
"1208","1208","240.0225","6.840","269,362.4","","kept","none"
"1210","1210","240.0856","3.318","231,040.8","","kept","none"
"1211","1211","240.8576","16.507","647,564.8","","kept","none"
"1212","1212","240.8637","16.507","98,096.5","","kept","none"
"1213","1213","240.8711","1.004","613,239.0","","kept","none"
"1214","1214","240.8961","16.458","80,830.3","","kept","none"
"1215","1215","241.0121","10.078","761,495.7","","kept","none"
"1216","1216","241.0121","8.068","169,360.5","","kept","none"
"1218","1218","241.0600","7.074","197,314.6","","kept","none"
"1219","1219","241.0724","2.721","194,101.8","","kept","none"
"1221","1221","241.2176","1.425","1,613,466.6","","kept","none"
"1222","1222","241.9294","6.584","122,282.5","","kept","none"
"1223","1223","241.9910","4.065","47,479.1","","kept","none"
"1224","1224","242.0521","7.728","120,764.5","","kept","none"
"1226","1226","242.0785","9.282","148,154.5","","kept","none"
"1228","1228","242.0800","6.711","111,626.9","","kept","none"
"1229","1229","242.1765","1.629","944,683.4","","kept","none"
"1230","1230","242.2207","1.437","225,328.5","","kept","none"
"1231","1231","242.8951","16.507","72,938.9","","kept","none"
"1232","1232","242.9271","6.537","114,829.1","","kept","none"
"1233","1233","242.9453","16.071","280,959.8","","kept","none"
"1234","1234","243.0276","8.135","327,681.1","","kept","none"
"1235","1235","243.0339","7.376","145,309.3","","kept","none"
"1236","1236","243.0463","7.376","1,427,492.1","","kept","none"
"1237","1237","243.0568","7.074","61,036.1","","kept","none"
"1240","1240","243.0623","8.691","650,708.7","","kept","none"
"1241","1241","243.0624","10.384","225,039.0","","kept","none"
"1243","1243","243.0811","3.458","458,715.3","","kept","none"
"1246","1246","243.0987","9.583","299,879.1","","kept","none"
"1247","1247","243.9258","6.606","106,291.9","","kept","none"
"1248","1248","243.9664","8.110","39,344.8","","kept","none"
"1249","1249","244.0499","7.368","76,150.6","","kept","none"
"1250","1250","244.0592","8.824","7,938,937.2","","kept","none"
"1253","1253","244.0675","7.353","1,107,803.5","","kept","none"
"1255","1255","244.1669","12.810","70,700.5","","kept","none"
"1256","1256","244.9058","16.266","16,681,565.1","","kept","none"
"1257","1257","244.9061","17.143","1,466,218.1","","kept","none"
"1258","1258","244.9242","6.537","77,645.4","","kept","none"
"1260","1260","245.0624","8.835","482,785.5","","kept","none"
"1261","1261","245.0780","4.019","55,016.9","","kept","none"
"1263","1263","245.9457","4.533","48,542.4","","kept","none"
"1264","1264","245.9711","8.649","1,249,064.8","","kept","none"
"1268","1268","246.0634","8.846","93,223.2","","kept","none"
"1269","1269","246.0731","9.584","110,358.1","","kept","none"
"1270","1270","246.9040","16.269","1,104,187.3","","kept","none"
"1272","1272","246.9424","16.051","4,565,462.1","","kept","none"
"1274","1274","247.0407","6.817","125,915.7","","kept","none"
"1276","1276","247.0574","10.663","215,766.4","","kept","none"
"1278","1278","247.1709","1.445","147,306.0","","kept","none"
"1279","1279","247.9942","4.556","270,766.2","","kept","none"
"1281","1281","248.0577","7.703","32,694.9","","kept","none"
"1282","1282","248.0804","1.425","845,266.8","","kept","none"
"1285","1285","248.9839","9.072","70,735.9","","kept","none"
"1286","1286","249.0222","8.157","353,831.5","","kept","none"
"1287","1287","249.0495","4.157","98,739.4","","kept","none"
"1288","1288","249.0552","8.340","674,770.2","","kept","none"
"1291","1291","249.1498","1.485","620,189.6","","kept","none"
"1292","1292","250.0101","7.867","78,897.7","","kept","none"
"1293","1293","250.0503","6.818","123,508.9","","kept","none"
"1294","1294","250.0589","8.317","46,138.4","","kept","none"
"1295","1295","250.0935","8.618","112,638.2","","kept","none"
"1297","1297","250.1453","1.365","659,892.4","","kept","none"
"1298","1298","250.9397","16.071","773,047.8","","kept","none"
"1299","1299","250.9867","6.377","62,893.3","","kept","none"
"1300","1300","251.0417","12.810","159,950.4","","kept","none"
"1301","1301","251.0788","3.691","158,961.7","","kept","none"
"1302","1302","251.0945","14.090","40,559.7","","kept","none"
"1303","1303","251.2017","1.445","121,823.1","","kept","none"
"1304","1304","251.4699","11.330","471,374.4","","kept","none"
"1306","1306","251.9893","9.073","96,612.6","","kept","none"
"1307","1307","252.0093","5.885","29,918.6","","kept","none"
"1308","1308","252.0549","7.236","617,203.5","","kept","none"
"1310","1310","252.9214","5.850","15,970.7","","kept","none"
"1311","1311","253.0772","14.113","203,289.3","","kept","none"
"1312","1312","253.0931","7.121","81,900.8","","kept","none"
"1313","1313","253.1451","1.522","263,188.0","","kept","none"
"1315","1315","253.9994","6.840","85,465.4","","kept","none"
"1316","1316","254.0785","8.543","687,251.8","","kept","none"
"1319","1319","254.6981","1.715","281,613.5","","kept","none"
"1320","1320","254.8631","16.532","375,228.1","","kept","none"
"1321","1321","254.8720","16.508","1,298,116.0","","kept","none"
"1322","1322","254.9041","10.877","341,634.7","","kept","none"
"1323","1323","254.9135","9.674","661,420.1","","kept","none"
"1324","1324","254.9136","11.282","582,218.8","","kept","none"
"1325","1325","254.9890","8.024","58,624.6","","kept","none"
"1326","1326","254.9903","4.090","83,515.2","","kept","none"
"1328","1328","255.0989","3.458","25,715.0","","kept","none"
"1330","1330","255.8376","6.793","108,298.5","","kept","none"
"1331","1331","255.9818","4.554","487,635.3","","kept","none"
"1332","1332","256.0596","6.816","726,370.7","","kept","none"
"1333","1333","256.0942","3.434","75,130.0","","kept","none"
"1336","1336","256.8638","16.458","161,672.5","","kept","none"
"1337","1337","256.8702","16.531","260,149.4","","kept","none"
"1338","1338","257.0782","4.579","152,370.4","","kept","none"
"1339","1339","257.0785","8.454","120,298.7","","kept","none"
"1342","1342","257.1146","9.374","74,940.5","","kept","none"
"1343","1343","257.1761","1.465","217,708.6","","kept","none"
"1345","1345","258.0385","9.235","547,021.8","","kept","none"
"1346","1346","258.0565","6.817","239,366.9","","kept","none"
"1347","1347","258.0822","14.102","40,969.9","","kept","none"
"1351","1351","258.8373","6.794","152,152.3","","kept","none"
"1352","1352","258.8917","15.420","397,295.5","","kept","none"
"1353","1353","259.0114","7.377","70,125.4","","kept","none"
"1354","1354","259.0202","7.376","101,036.5","","kept","none"
"1355","1355","259.0225","9.745","707,123.0","","kept","none"
"1356","1356","259.0573","8.363","318,610.9","","kept","none"
"1357","1357","259.0913","7.869","587,869.5","","kept","none"
"1358","1358","259.9708","9.514","315,591.6","","kept","none"
"1359","1359","259.9870","3.783","42,456.9","","kept","none"
"1360","1360","260.0131","6.355","123,840.7","","kept","none"
"1361","1361","260.0776","8.756","31,758.3","","kept","none"
"1362","1362","260.0778","5.579","52,823.0","","kept","none"
"1364","1364","260.8926","11.922","770,256.8","","kept","none"
"1365","1365","260.8926","13.175","643,311.8","","kept","none"
"1366","1366","260.8926","14.570","558,105.2","","kept","none"
"1367","1367","260.8926","15.469","508,006.4","","kept","none"
"1368","1368","260.9057","16.507","650,359.8","","kept","none"
"1369","1369","261.0124","5.549","66,437.4","","kept","none"
"1370","1370","261.0729","8.649","1,597,419.5","","kept","none"
"1371","1371","261.0730","10.711","857,071.5","","kept","none"
"1372","1372","261.1093","9.583","1,036,916.6","","kept","none"
"1374","1374","261.9788","7.727","103,904.8","","kept","none"
"1375","1375","262.0675","3.318","59,259.2","","kept","none"
"1376","1376","262.1127","9.561","99,189.8","","kept","none"
"1377","1377","262.8779","16.362","1,356,121.2","","kept","none"
"1379","1379","262.9074","16.071","674,871.6","","kept","none"
"1380","1380","262.9820","8.868","162,571.2","","kept","none"
"1381","1381","263.0093","8.543","602,281.3","","kept","none"
"1383","1383","263.9562","5.047","39,090.7","","kept","none"
"1385","1385","263.9945","7.449","438,576.7","","kept","none"
"1386","1386","264.0604","5.675","931,953.7","","kept","none"
"1387","1387","264.0741","4.204","79,314.5","","kept","none"
"1389","1389","264.9084","16.071","912,228.1","","kept","none"
"1390","1390","264.9428","10.781","226,776.9","","kept","none"
"1391","1391","265.0281","7.376","272,592.1","","kept","none"
"1393","1393","265.0445","5.792","59,727.7","","kept","none"
"1394","1394","265.0478","8.076","74,114.1","","kept","none"
"1395","1395","265.0573","13.583","174,957.0","","kept","none"
"1396","1396","265.0572","5.537","228,843.1","","kept","none"
"1397","1397","265.0636","5.653","90,895.2","","kept","none"
"1398","1398","265.0679","8.939","126,183.9","","kept","none"
"1399","1399","265.1480","1.385","2,594,124.9","","kept","none"
"1400","1400","265.1481","7.367","666,341.9","","kept","none"
"1401","1401","265.1482","2.630","1,848,404.5","","kept","none"
"1402","1402","265.1482","0.243","1,055,115.3","","kept","none"
"1403","1403","266.0049","5.069","59,287.7","","kept","none"
"1405","1405","266.0898","8.284","57,875.8","","kept","none"
"1406","1406","266.0898","4.977","34,543.2","","kept","none"
"1407","1407","266.1518","1.374","296,827.3","","kept","none"
