"feature_name","mz","rt","metabolite_annotation","adducts_anno","neutral_loss_annotation","ISF_anno","iso_anno","group","cor_group","check_group","user_anno"
"FT12499",293.2116,333.8,"","",NA,"","",NA,"corgroup68","",""
"FT11464",293.2118,301.8,"","",NA,"","",NA,"corgroup113","",""
"FT10645",293.2118,281.5,"","",NA,"","",NA,"corgroup136","",""
"FT2519",294.155,51.6,"","",NA,"","","group20","corgroup166","+",""
"FT4498",295.1297,127.3,"","",NA,"","",NA,"corgroup210","",""
"FT13209",295.1906,355.8,"","",NA,"","",NA,"corgroup183","",""
"FT17865",295.2273,483.8,"","",NA,"","",NA,"corgroup332","",""
"FT18105",295.2274,487.8,"","",NA,"","",NA,"corgroup245","",""
"FT17702",295.2274,477.8,"","",NA,"","",NA,"corgroup29","",""
"FT0879",296.0663,31.1,"","",NA,"","",NA,"corgroup270","",""
"FT10064",297.132,264.5,"","",NA,"","",NA,"corgroup141","",""
"FT11887",299.1636,316.8,"","",NA,"","",NA,"corgroup296","",""
"FT2692",300.1058,56,"","",NA,"","",NA,"corgroup150","",""
"FT6454",301.0346,177.4,"","",NA,"","",NA,"corgroup177","",""
"FT2575",301.0898,52.9,"","",NA,"","",NA,"corgroup178","",""
"FT5327",301.1164,146.6,"","",NA,"","",NA,"corgroup90","",""
"FT8158",301.1191,218.1,"","",NA,"","",NA,"corgroup101","",""
"FT3707",301.1262,101.3,"","",NA,"","",NA,"corgroup226","",""
"FT4278",302.1242,120.2,"","",NA,"","",NA,"corgroup77","",""
"FT6423",303.0497,177.1,"","",NA,"","",NA,"corgroup177","",""
"FT4639",303.0502,130.1,"","",NA,"","",NA,"corgroup58","",""
"FT9406",303.0998,248.8,"","",NA,"","",NA,"corgroup120","",""
"FT2410",303.1054,49.2,"","",NA,"","",NA,"corgroup182","",""
"FT3880",304.0141,109.3,"","",NA,"","",NA,"corgroup230","",""
"FT6208",304.0798,171.5,"","",NA,"","",NA,NA,"",""
"FT0083",304.9695,24.8,"","",NA,"","",NA,"corgroup144","",""
"FT3377",305.0998,84.4,"","",NA,"","",NA,"corgroup56","",""
"FT3964",305.1,110.2,"","",NA,"","",NA,"corgroup192","",""
"FT13856",306.192,370.2,"","",NA,"","",NA,"corgroup51","",""
"FT13630",307.1903,366.5,"","",NA,"","",NA,"corgroup190","",""
"FT12732",309.2065,341.7,"","",NA,"","",NA,"corgroup284","",""
"FT3369",310.129,85.4,"","","FT3370-H2O","","","group21",NA,"",""
"FT4434",310.1865,125.4,"","",NA,"","",NA,NA,"",""
"FT11769",311.2218,312.9,"","",NA,"","",NA,"corgroup159","",""
"FT10637",311.2224,282.7,"","",NA,"","",NA,"corgroup136","",""
"FT11465",311.2225,302.3,"","",NA,"","",NA,"corgroup113","",""
"FT4666",312.1656,132.1,"","",NA,"","",NA,"corgroup171","",""
"FT0574",312.9117,28,"","",NA,"","",NA,"corgroup134","",""
"FT9087",313.0839,242.6,"","",NA,"","",NA,"corgroup151","",""
"FT12315",313.1045,329.5,"","",NA,"","",NA,"corgroup2","",""
"FT13983",313.2382,374.5,"","",NA,"","",NA,NA,"",""
"FT2820",314.0922,60.7,"","",NA,"","",NA,"corgroup118","",""
"FT9175",314.1392,242.1,"","",NA,"","",NA,"corgroup94","",""
"FT8762",314.1393,232.3,"","",NA,"","",NA,"corgroup53","",""
"FT1425",314.1453,36.2,"","",NA,"","",NA,"corgroup99","",""
"FT3303",315.1054,82.8,"","",NA,"","",NA,"corgroup339","",""
"FT4208",315.1418,117.9,"","",NA,"","",NA,"corgroup59","",""
"FT4439",315.1426,125.9,"","",NA,"","",NA,"corgroup210","",""
"FT2640",316.1007,54.8,"","",NA,"","",NA,"corgroup150","",""
"FT4680",317.1215,130.2,"","",NA,"","",NA,"corgroup171","",""
"FT5732",317.1593,157.8,"","",NA,"","",NA,"corgroup66","",""
"FT16121",317.1738,434.5,"","",NA,"","",NA,"corgroup280","",""
"FT11269",317.1967,297.6,"","",NA,"","",NA,"corgroup218","",""
"FT17705",317.2101,478.3,"","",NA,"","",NA,"corgroup29","",""
"FT4247",318.1552,119,"","",NA,"","",NA,"corgroup77","",""
"FT4640",318.1554,130.3,"","",NA,"","",NA,"corgroup232","",""
"FT2406",319.0805,49,"","",NA,"","",NA,"corgroup22","",""
"FT8172",319.13,218.4,"","",NA,"","",NA,NA,"",""
"FT5294",319.1501,145.6,"","",NA,"","",NA,"corgroup149","",""
"FT3698",320.1709,100.8,"","",NA,"","",NA,"corgroup226","",""
"FT13744",320.2591,369.5,"","",NA,"","",NA,"corgroup315","",""
"FT13891",320.2592,371.8,"","",NA,"","",NA,"corgroup132","",""
"FT2426",321.0952,49.4,"","",NA,"","",NA,"corgroup182","",""
"FT1632",321.0963,35.7,"","",NA,"","",NA,"corgroup92","",""
"FT9951",321.146,264.5,"","",NA,"","",NA,"corgroup141","",""
"FT13762",321.1668,368.8,"","",NA,"","",NA,"corgroup320","",""
"FT18444",321.1857,497.7,"","",NA,"","",NA,"corgroup154","",""
"FT17910",322.2748,481.3,"","",NA,"","",NA,"corgroup290","",""
"FT6353",323.0902,176.7,"","",NA,"","",NA,"corgroup276","",""
"FT8933",323.1855,237.6,"","",NA,"","",NA,"corgroup173","",""
"FT20385",323.2001,552.8,"","",NA,"","",NA,"corgroup292","",""
"FT5295",324.106,144.8,"","",NA,"","",NA,"corgroup149","",""
"FT1254",325.1137,32.8,"","",NA,"","",NA,"corgroup129","",""
"FT0711",326.8841,30.4,"","",NA,"","",NA,"corgroup134","",""
"FT3682",327.1054,100.1,"","","FT3699-CH2OH","","","group22","corgroup226","+",""
"FT13858",327.1212,371.5,"","",NA,"","",NA,"corgroup51","",""
"FT15646",327.2174,418.8,"","",NA,"","",NA,"corgroup242","",""
"FT8438",327.2177,224.6,"","",NA,"","",NA,"corgroup272","",""
"FT3370",328.1395,85.4,"","",NA,"","","group21","corgroup300","+",""
"FT4188",328.1396,117.2,"","",NA,"","",NA,"corgroup59","",""
"FT0575",328.883,29.1,"","",NA,"","",NA,"corgroup134","",""
"FT2467",329.0844,50.1,"","",NA,"","",NA,"corgroup313","",""
"FT3419",329.1232,87.4,"","",NA,"","",NA,"corgroup179","",""
"FT14099",329.1748,375.2,"","",NA,"","",NA,"corgroup26","",""
"FT2181",330.059,48.3,"","",NA,"","",NA,"corgroup74","",""
"FT4014",330.1189,110.7,"","",NA,"","",NA,"corgroup170","",""
"FT3396",331.0793,83.1,"","",NA,"","",NA,"corgroup339","",""
"FT16833",331.168,449.3,"","",NA,"","",NA,"corgroup122","",""
"FT12899",331.19,344.1,"","",NA,"","",NA,"corgroup83","",""
"FT12733",331.1904,339.6,"","",NA,"","",NA,"corgroup284","",""
"FT3759",332.1344,104.2,"","",NA,"","",NA,"corgroup317","",""
"FT9040",333.1451,238.8,"","",NA,"","",NA,"corgroup173","",""
"FT16388",333.1829,438.1,"","",NA,"","",NA,"corgroup111","",""
"FT12482",333.2055,333.7,"","",NA,"","",NA,"corgroup68","",""
"FT5726",334.19,159.8,"","",NA,"","",NA,"corgroup185","",""
"FT3968",335.0754,110.2,"","",NA,"","",NA,"corgroup168","",""
"FT3657",335.1452,99.3,"","",NA,"","",NA,"corgroup194","",""
"FT7444",335.1609,201.3,"","",NA,"","",NA,"corgroup57","",""
"FT8126",335.1611,217.4,"","",NA,"","",NA,"corgroup108","",""
"FT13210",335.184,355,"","",NA,"","",NA,"corgroup183","",""
"FT9284",335.1844,246,"","",NA,"","",NA,"corgroup145","",""
"FT13982",335.2218,373.9,"","",NA,"","",NA,"corgroup132","",""
"FT9176",336.1232,241.8,"","",NA,"","",NA,"corgroup251","",""
"FT0767",336.8407,28.8,"","",NA,"","",NA,NA,"",""
"FT18443",337.161,497.4,"","",NA,"","",NA,"corgroup154","",""
"FT4566",338.1806,132.3,"","",NA,"","",NA,"corgroup232","",""
"FT3744",338.1813,103.7,"","",NA,"","",NA,NA,"",""
"FT8288",339.1078,221.3,"","",NA,"","",NA,"corgroup157","",""
"FT4877",339.1078,134.6,"","",NA,"","",NA,"corgroup153","",""
"FT5144",339.1078,140.5,"","",NA,"","",NA,NA,"",""
"FT8956",339.1079,236.9,"","",NA,"","",NA,"corgroup95","",""
"FT4317",339.1079,121.4,"","",NA,"","",NA,"corgroup163","",""
"FT4542",339.1079,128.5,"","",NA,"","",NA,"corgroup103","",""
"FT6331",339.1416,175.2,"","",NA,"","",NA,"corgroup176","",""
"FT5727",339.1424,157.4,"","",NA,"","",NA,"corgroup142","",""
"FT20370",339.1747,551.7,"","",NA,"","",NA,"corgroup292","",""
"FT11263",339.1786,294.5,"","",NA,"","",NA,"corgroup348","",""
"FT16374",339.1944,440.4,"","",NA,"","",NA,"corgroup217","",""
"FT16191",339.1947,434.6,"","",NA,"","",NA,"corgroup280","",""
"FT3325",341.0638,83.4,"","",NA,"","",NA,NA,"",""
"FT5329",341.1583,148.5,"","",NA,"","",NA,"corgroup149","",""
"FT0758",342.1398,28.7,"","",NA,"","",NA,"corgroup134","",""
"FT3839",342.1551,107.3,"","",NA,"","",NA,"corgroup230","",""
"FT0712",342.863,28.6,"","",NA,"","",NA,"corgroup134","",""
"FT1273",343.1243,34.2,"","",NA,"","",NA,"corgroup129","",""
"FT4693",343.1371,130.3,"","",NA,"","",NA,"corgroup58","",""
"FT5333",343.175,147.5,"","",NA,"","",NA,"corgroup149","",""
"FT9558",343.2119,252.4,"","",NA,"","",NA,"corgroup89","",""
"FT9890",343.212,263.6,"","",NA,"","",NA,"corgroup140","",""
"FT3903",344.007,109.3,"","",NA,"","",NA,"corgroup168","",""
"FT4848",344.1345,134.2,"","",NA,"","",NA,"corgroup153","",""
"FT9377",344.1499,248.4,"","",NA,"","",NA,NA,"",""
"FT0871",345.0759,31,"","",NA,"","",NA,"corgroup241","",""
"FT1252",345.1293,33.3,"","",NA,"","",NA,"corgroup215","",""
"FT5240",345.133,147.1,"","",NA,"","",NA,"corgroup149","",""
"FT13631",345.1474,365.8,"","",NA,"","",NA,NA,"",""
"FT15359",345.2062,412.4,"","",NA,"","",NA,"corgroup23","",""
"FT2897",346.1136,63.6,"","",NA,"","",NA,"corgroup118","",""
"FT10600",346.2597,281.6,"","",NA,"","",NA,"corgroup136","",""
"FT12734",347.163,341.1,"","",NA,"","",NA,"corgroup284","",""
"FT4339",348.2022,122.2,"","",NA,"","",NA,"corgroup163","",""
"FT6708",348.2048,183.7,"","",NA,"","",NA,"corgroup250","",""
"FT11346",348.2755,299,"","",NA,"","",NA,"corgroup128","",""
"FT4391",349.0897,124.1,"","",NA,"","",NA,"corgroup213","",""
"FT5054",349.0899,138.5,"","",NA,"","",NA,NA,"",""
"FT15643",349.1994,420.6,"","",NA,"","",NA,"corgroup328","",""
"FT6411",350.2176,177,"","",NA,"","",NA,"corgroup117","",""
"FT6225",350.218,172,"","",NA,"","",NA,"corgroup137","",""
"FT9289",351.1588,246.5,"","",NA,"","",NA,"corgroup145","",""
"FT11466",351.2162,303.1,"","",NA,"","",NA,"corgroup127","",""
"FT10638",351.2162,281.1,"","",NA,"","",NA,"corgroup136","",""
"FT11116",351.2163,292.4,"","",NA,"","",NA,"corgroup133","",""
"FT14999",351.2537,401.1,"","",NA,"","",NA,"corgroup307","",""
"FT0426",351.9896,28.9,"","",NA,"","",NA,"corgroup134","",""
"FT2824",352.0482,61.1,"","",NA,"","",NA,"corgroup243","",""
"FT7223",352.1165,196,"","",NA,"","",NA,"corgroup212","",""
"FT4866",353.0869,134.3,"","",NA,"","",NA,"corgroup153","",""
"FT4583",353.0872,129.6,"","",NA,"","",NA,"corgroup263","",""
"FT4425",353.1356,124.5,"","",NA,"","",NA,"corgroup213","",""
"FT6712",353.1584,182.7,"","",NA,"","",NA,"corgroup71","",""
"FT11332",353.2312,300.4,"","",NA,"","",NA,"corgroup113","",""
"FT16086",353.2698,431.2,"","",NA,"","",NA,"corgroup280","",""
"FT3632",355.1021,98.3,"","",NA,"","",NA,"corgroup238","",""
"FT2925",355.1026,64.9,"","",NA,"","",NA,"corgroup253","",""
"FT3985",355.1027,110.5,"","",NA,"","",NA,"corgroup168","",""
"FT4719",355.1027,130.6,"","",NA,"","",NA,"corgroup171","",""
"FT5728",355.1166,156.8,"","",NA,"","",NA,"corgroup66","",""
"FT11262",355.1536,296,"","",NA,"","",NA,"corgroup218","",""
"FT16215",355.1659,433.7,"","",NA,"","",NA,"corgroup44","",""
"FT6226",355.1737,172.4,"","",NA,"","",NA,"corgroup180","",""
"FT6438",355.174,176.6,"","",NA,"","",NA,"corgroup177","",""
"FT7553",355.174,203.9,"","",NA,"","",NA,"corgroup186","",""
"FT12462",355.189,331.3,"","",NA,"","",NA,"corgroup68","",""
"FT5330",357.1323,147.8,"","",NA,"","",NA,"corgroup116","",""
"FT9029",357.1901,240.5,"","",NA,"","",NA,"corgroup173","",""
"FT9341",357.1901,242.8,"","","FT9203-Glucuronic-acid","","","group33","corgroup251","+",""
"FT3699",358.1283,100.2,"","",NA,"","","group22","corgroup256","+",""
"FT3752",359.1109,104.1,"","",NA,"","",NA,"corgroup317","",""
"FT3495",359.1335,92.7,"","",NA,"","",NA,"corgroup222","",""
"FT5759",359.1695,159.5,"","",NA,"","",NA,"corgroup142","",""
"FT5321",360.1294,146,"","",NA,"","",NA,"corgroup149","",""
"FT4727",360.1299,129.9,"","",NA,"","",NA,"corgroup263","",""
"FT1261",360.1508,33.1,"","",NA,"","","group10","corgroup129","+",""
"FT17885",360.23,483.1,"","",NA,"","",NA,"corgroup290","",""
"FT13896",360.2527,372.5,"","",NA,"","",NA,"corgroup132","",""
"FT13747",360.2528,368.1,"","",NA,"","",NA,"corgroup315","",""
"FT0694",360.8336,28.5,"","",NA,"","",NA,"corgroup312","",""
"FT11040",361.1105,291.6,"","",NA,"","",NA,"corgroup131","",""
"FT15347",361.1792,413.7,"","",NA,"","",NA,"corgroup23","",""
"FT1276",362.1562,33.8,"","",NA,"","",NA,"corgroup129","",""
"FT5794",362.1817,159,"","",NA,"","",NA,"corgroup200","",""
"FT5947",362.1819,163,"","",NA,"","",NA,"corgroup269","",""
"FT8458",362.2546,224.4,"","",NA,"","",NA,"corgroup157","",""
"FT14731",362.2688,395.6,"","",NA,"","",NA,"corgroup237","",""
"FT3848",364.1372,107.9,"","",NA,"","",NA,"corgroup230","",""
"FT4248",365.0847,119,"","",NA,"","",NA,"corgroup287","",""
"FT0828",365.1063,30.2,"","",NA,"","",NA,"corgroup134","",""
"FT7158",365.1718,194.6,"","",NA,"","",NA,"corgroup327","",""
"FT9565",365.1951,251.6,"","",NA,"","",NA,"corgroup120","",""
"FT13711",365.2315,367.1,"","",NA,"","",NA,"corgroup190","",""
"FT11862",365.2327,316.5,"","",NA,"","",NA,"corgroup296","",""
"FT6310",366.2122,172.3,"","",NA,"","",NA,"corgroup176","",""
"FT4114",367.1005,114.2,"","",NA,"","",NA,"corgroup191","",""
"FT1188",367.1113,31.5,"","",NA,"","",NA,"corgroup129","",""
"FT5944",367.1357,163.8,"","",NA,"","",NA,"corgroup184","",""
"FT3956",367.1505,110.1,"","",NA,"","",NA,"corgroup168","",""
"FT5021",367.1507,138,"","",NA,"","",NA,"corgroup153","",""
"FT10646",367.1897,282.7,"","",NA,"","",NA,"corgroup115","",""
"FT11461",367.1904,305.2,"","",NA,"","",NA,"corgroup87","",""
"FT8404",367.2111,225.7,"","",NA,"","",NA,"corgroup272","",""
"FT2906",368.0959,64.2,"","",NA,"","",NA,NA,"",""
"FT4182",368.1322,117.1,"","",NA,"","",NA,"corgroup59","",""
"FT4887",369.0816,135,"","",NA,"","",NA,"corgroup193","",""
"FT3955",369.0819,110.1,"","",NA,"","",NA,"corgroup38","",""
"FT3409",369.1161,87,"","",NA,"","",NA,"corgroup179","",""
"FT2633",369.1161,54.6,"","",NA,"","",NA,"corgroup178","",""
"FT8040",369.1171,216.3,"","",NA,"","",NA,"corgroup35","",""
"FT6327",369.1176,174.3,"","",NA,"","",NA,"corgroup177","",""
"FT5446",369.1181,149.4,"","",NA,"","",NA,"corgroup116","",""
"FT5881",369.1185,161.9,"","",NA,"","",NA,"corgroup184","",""
"FT5042",369.1185,138.3,"","",NA,"","",NA,"corgroup206","",""
"FT4882",369.1667,134.7,"","",NA,"","",NA,"corgroup153","",""
"FT4473",369.167,126.9,"","",NA,"","",NA,"corgroup213","",""
"FT5627",369.1912,154.4,"","",NA,"","","group28","corgroup66","+",""
"FT12185",369.2044,324.6,"","",NA,"","",NA,"corgroup279","",""
"FT4612",370.1139,130,"","",NA,"","",NA,"corgroup171","",""
"FT5348",370.1143,147,"","",NA,"","","group25","corgroup116","+",""
"FT7548",371.1486,202.9,"","",NA,"","",NA,"corgroup186","",""
"FT7562",371.2085,203.9,"","",NA,"","",NA,"corgroup186","",""
"FT6594",371.2087,181.4,"","",NA,"","",NA,"corgroup250","",""
"FT7268",371.2092,198.4,"","",NA,"","",NA,"corgroup57","",""
"FT3605",372.1871,97.2,"","",NA,"","",NA,"corgroup281","",""
"FT3724",372.1872,102.4,"","",NA,"","",NA,"corgroup226","",""
"FT9030",373.1629,238.4,"","",NA,"","",NA,"corgroup173","",""
"FT12222",373.1769,325.3,"","",NA,"","",NA,"corgroup124","",""
"FT11460",373.1972,302.2,"","",NA,"","",NA,"corgroup88","",""
"FT10620",373.1985,282.4,"","",NA,"","",NA,NA,"",""
"FT7765",373.2225,209.2,"","",NA,"","",NA,"corgroup165","",""
"FT5228",374.1453,143.3,"","",NA,"","",NA,"corgroup162","",""
"FT4379",374.1454,123.5,"","",NA,"","",NA,"corgroup198","",""
"FT5579",374.1456,153.5,"","",NA,"","",NA,"corgroup175","",""
"FT5374",374.1457,148.3,"","",NA,"","",NA,"corgroup283","",""
"FT5823",375.1459,160.3,"","",NA,"","",NA,"corgroup142","",""
"FT7396",375.1561,201,"","",NA,"","",NA,"corgroup98","",""
"FT5056",375.1653,138.5,"","",NA,"","",NA,"corgroup288","",""
"FT12204",375.2154,325.4,"","",NA,"","",NA,"corgroup279","",""
"FT5391",376.1973,148.3,"","",NA,"","",NA,"corgroup116","",""
"FT13883",376.2257,372.9,"","",NA,"","",NA,"corgroup132","",""
"FT6899",379.0798,188.8,"","",NA,"","",NA,"corgroup223","",""
"FT4438",379.1004,125.1,"","",NA,"","",NA,"corgroup72","",""
"FT5156",379.1005,140.6,"","",NA,"","",NA,"corgroup207","",""
"FT5573",379.1005,153.1,"","",NA,"","",NA,"corgroup299","",""
"FT5375",379.1005,147.6,"","",NA,"","",NA,NA,"",""
"FT4884",379.1011,134.8,"","",NA,"","",NA,"corgroup195","",""
"FT0659",380.8964,29.9,"","",NA,"","",NA,"corgroup134","",""
"FT6437",381.0801,178.2,"","",NA,"","",NA,"corgroup276","",""
"FT1177",381.0802,31.5,"","",NA,"","",NA,"corgroup129","",""
"FT4740",381.0807,131.1,"","",NA,"","",NA,"corgroup58","",""
"FT4813",381.1161,133.7,"","",NA,"","",NA,"corgroup153","",""
"FT5761",381.152,158.6,"","",NA,"","",NA,"corgroup142","",""
"FT13735",381.2049,367.7,"","",NA,"","",NA,"corgroup320","",""
"FT5791",383.1107,160.7,"","",NA,"","",NA,NA,"",""
"FT4300",383.1318,120.9,"","",NA,"","",NA,"corgroup77","",""
"FT2950",383.1454,66,"","",NA,"","",NA,"corgroup96","",""
"FT6876",384.1449,188.3,"","",NA,"","",NA,"corgroup197","",""
"FT2643",385.09,55,"","",NA,"","",NA,NA,"",""
"FT8550",385.1476,226.1,"","",NA,"","",NA,"corgroup272","",""
"FT4088",385.1862,113.5,"","",NA,"","",NA,"corgroup191","",""
"FT4878",386.1086,134.6,"","",NA,"","",NA,"corgroup195","",""
"FT4423",386.2027,124.5,"","",NA,"","",NA,"corgroup72","",""
"FT14990",386.2912,404,"","",NA,"","",NA,NA,"",""
"FT7492",387.1077,202.2,"","",NA,"","",NA,NA,"",""
"FT14542",387.1948,391.8,"","",NA,"","",NA,"corgroup254","",""
"FT5628",387.2018,154.7,"","",NA,"","",NA,"corgroup175","",""
"FT6163",387.2021,170.1,"","",NA,"","",NA,"corgroup139","",""
"FT3660",388.1243,99.3,"","",NA,"","",NA,"corgroup194","",""
"FT3245",388.1243,81.6,"","",NA,"","",NA,"corgroup43","",""
"FT2951",388.1243,66,"","",NA,"","",NA,"corgroup253","",""
"FT5135",388.1612,140.3,"","",NA,"","",NA,"corgroup288","",""
"FT3942",389.1327,109.6,"","",NA,"","",NA,"corgroup13","",""
"FT8865",389.1716,234.6,"","",NA,"","",NA,"corgroup65","",""
"FT14535",389.1968,392,"","",NA,"","",NA,"corgroup254","",""
"FT6124",389.2177,168.6,"","",NA,"","",NA,"corgroup139","",""
"FT6586",389.2177,181,"","",NA,"","",NA,"corgroup174","",""
"FT2944",390.1402,65.7,"","",NA,"","",NA,"corgroup96","",""
"FT6617",390.1767,182,"","",NA,"","",NA,"corgroup71","",""
"FT4765",390.1769,132.3,"","",NA,"","",NA,"corgroup171","",""
"FT4750",391.0422,131.5,"","",NA,"","",NA,"corgroup171","",""
"FT4414",391.1582,124.1,"","",NA,"","",NA,"corgroup213","",""
"FT8597",391.1737,224.8,"","",NA,"","",NA,"corgroup63","",""
"FT14970",391.2472,402.9,"","",NA,"","",NA,"corgroup307","",""
"FT7265",393.1894,197.2,"","",NA,"","",NA,"corgroup212","",""
"FT7568",393.1896,204.6,"","",NA,"","",NA,"corgroup247","",""
"FT16150",393.2637,431.7,"","",NA,"","",NA,"corgroup280","",""
"FT2948",394.1715,65.8,"","",NA,"","",NA,NA,"",""
"FT3490",394.1715,92.6,"","",NA,"","",NA,"corgroup64","",""
"FT5458",394.2081,149.7,"","",NA,"","",NA,"corgroup158","",""
"FT2921",395.0955,64.7,"","",NA,"","",NA,"corgroup36","",""
"FT4763",395.1318,132.2,"","",NA,"","",NA,"corgroup195","",""
"FT7770",395.2055,210.6,"","",NA,"","",NA,"corgroup165","",""
"FT0577",396.8727,28.6,"","",NA,"","",NA,"corgroup134","",""
"FT4020",397.0507,110.9,"","",NA,"","",NA,"corgroup170","",""
"FT3859",397.1111,108.7,"","",NA,"","",NA,"corgroup170","",""
"FT5087",397.1475,138.8,"","",NA,"","",NA,"corgroup330","",""
"FT2946",399.1268,65.4,"","",NA,"","",NA,"corgroup118","",""
"FT13381",399.2323,357.8,"","",NA,"","",NA,"corgroup240","",""
"FT5901",400.2189,161.3,"","",NA,"","",NA,"corgroup200","",""
"FT2597",402.1613,53.3,"","",NA,"","",NA,"corgroup178","",""
"FT4968",403.1967,136,"","",NA,"","",NA,NA,"",""
"FT3963",404.1191,110.2,"","",NA,"","",NA,"corgroup168","",""
"FT5461",404.156,149.7,"","",NA,"","",NA,"corgroup116","",""
"FT7616",404.2291,205,"","",NA,"","",NA,"corgroup161","",""
"FT5014",405.1057,137.6,"","",NA,"","",NA,"corgroup153","",""
"FT6691",405.1554,184.3,"","",NA,"","",NA,"corgroup71","",""
"FT7226",405.1665,196.8,"","",NA,"","",NA,"corgroup172","",""
"FT5754",405.1741,158.5,"","",NA,"","",NA,"corgroup185","",""
"FT6816",406.127,187.4,"","",NA,"","",NA,NA,"",""
"FT4792",406.1715,133.3,"","",NA,"","",NA,"corgroup153","",""
"FT5523",406.2442,151.7,"","",NA,"","",NA,"corgroup158","",""
"FT6874",406.2443,185.8,"","",NA,"","",NA,"corgroup146","",""
"FT8456",407.1115,224.6,"","",NA,"","",NA,NA,"",""
"FT2352",407.1166,49.9,"","",NA,"","",NA,"corgroup178","",""
"FT3458",407.153,89.7,"","",NA,"","",NA,NA,"",""
"FT16193",407.1819,432.5,"","",NA,"","",NA,"corgroup280","",""
"FT16364",407.1825,437.4,"","",NA,"","",NA,"corgroup217","",""
"FT15102",407.2208,403.4,"","",NA,"","",NA,NA,"",""
"FT5433",409.1111,149.1,"","",NA,"","",NA,"corgroup283","",""
"FT7565",409.1624,206.1,"","",NA,"","",NA,"corgroup247","",""
"FT6025",409.1836,166.6,"","",NA,"","",NA,"corgroup274","",""
"FT5488",409.1843,150.8,"","",NA,"","",NA,"corgroup158","",""
"FT7445",409.185,200.3,"","",NA,"","",NA,"corgroup326","",""
"FT7002",409.1853,190.3,"","",NA,"","",NA,"corgroup302","",""
"FT7606",409.1853,206.3,"","",NA,"","",NA,"corgroup97","",""
"FT3935",409.1874,109.5,"","",NA,"","",NA,"corgroup228","",""
"FT16039",409.2366,432.5,"","",NA,"","",NA,NA,"",""
"FT0660",410.8521,28,"","",NA,"","",NA,"corgroup134","",""
"FT5015",411.1157,137.7,"","",NA,"","",NA,"corgroup207","",""
"FT14534",411.1802,392.7,"","",NA,"","",NA,"corgroup237","",""
"FT5684",411.1995,152.8,"","",NA,"","",NA,"corgroup175","",""
"FT6881",411.2003,187.4,"","",NA,"","",NA,"corgroup146","",""
"FT6583",411.2004,181.7,"","",NA,"","",NA,"corgroup174","",""
"FT6405",411.2006,175.5,"","",NA,"","",NA,"corgroup177","",""
"FT5898",411.2007,162.4,"","",NA,"","",NA,"corgroup184","",""
"FT6244",412.2192,172.8,"","",NA,"","",NA,"corgroup137","",""
"FT6042",412.2196,167.7,"","",NA,"","",NA,"corgroup139","",""
"FT0578",412.847,29.3,"","",NA,"","",NA,"corgroup134","",""
"FT5078",413.0826,138.7,"","",NA,"","",NA,"corgroup48","",""
"FT5821",415.137,160,"","",NA,"","",NA,"corgroup142","",""
"FT4585",417.1372,129.6,"","",NA,"","",NA,"corgroup103","",""
"FT4033",417.1756,111.2,"","",NA,"","","group24","corgroup60","+",""
"FT11867",417.243,315.6,"","",NA,"","",NA,"corgroup152","",""
"FT11067",417.2431,291.7,"","",NA,"","",NA,"corgroup131","",""
"FT14941",417.2431,401.2,"","",NA,"","",NA,"corgroup282","",""
"FT8906",419.1822,235.9,"","",NA,"","",NA,"corgroup45","",""
"FT17337",419.257,463.7,"","",NA,"","",NA,"corgroup8","",""
"FT14833",419.2588,399.1,"","",NA,"","",NA,"corgroup202","",""
"FT13728",419.2589,367.6,"","",NA,"","",NA,"corgroup190","",""
"FT12039",419.2589,319.8,"","",NA,"","",NA,"corgroup125","",""
"FT14438",419.259,388.2,"","",NA,"","",NA,"corgroup106","",""
"FT5377",420.1871,147.6,"","",NA,"","",NA,"corgroup116","",""
"FT5224",420.1872,143.2,"","",NA,"","",NA,"corgroup337","",""
"FT6354",420.224,174.8,"","",NA,"","",NA,"corgroup176","",""
"FT3541",421.1342,95.1,"","",NA,"","",NA,"corgroup222","",""
"FT17384",421.2743,464.5,"","",NA,"","",NA,NA,"",""
"FT18130",421.2747,488.5,"","",NA,"","",NA,"corgroup245","",""
"FT6861",422.1006,187.9,"","",NA,"","",NA,"corgroup146","",""
"FT4461",422.1429,126.2,"","",NA,"","",NA,"corgroup213","",""
"FT7506",422.1453,202.5,"","",NA,"","",NA,"corgroup186","",""
"FT5207",422.2392,142.6,"","",NA,"","",NA,"corgroup204","",""
"FT16359",423.1532,437.8,"","",NA,"","",NA,"corgroup111","",""
"FT16177",423.1536,433.1,"","",NA,"","",NA,"corgroup105","",""
"FT9854",423.2376,264.2,"","",NA,"","",NA,"corgroup143","",""
"FT16203",424.1693,433.4,"","",NA,"","",NA,"corgroup280","",""
"FT5418",424.2549,150.1,"","",NA,"","",NA,"corgroup158","",""
"FT1300",425.0864,33.1,"","",NA,"","",NA,"corgroup92","",""
"FT7595",425.1575,205.7,"","",NA,"","",NA,"corgroup247","",""
"FT6322",425.1575,173.1,"","",NA,"","",NA,NA,"",""
"FT7013",425.1577,191.5,"","",NA,"","",NA,"corgroup223","",""
"FT5629",425.1578,154.4,"","",NA,"","",NA,"corgroup188","",""
"FT4712",425.1788,130.5,"","",NA,"","",NA,"corgroup171","",""
"FT4097",425.1788,113.6,"","",NA,"","",NA,"corgroup191","",""
