Pathway,Mummichog_Pvals,GSEA_Pvals,Combined_Pvals,Run,N_features
Purine metabolism,0.126,0.06349,0.04661,646,1927
Vitamin B9 (folate) metabolism,0.03018,0.8772,0.1226,646,1927
Purine metabolism,0.1208,0.01316,0.01183,647,1927
Vitamin B9 (folate) metabolism,0.2267,0.7143,0.4568,647,1927
Purine metabolism,0.04031,0.01136,0.00398,648,1927
Vitamin B9 (folate) metabolism,0.4425,0.8421,0.7405,648,1927
Purine metabolism,0.2377,0.02564,0.03718,649,1927
Vitamin B9 (folate) metabolism,0.1396,0.2759,0.1639,649,1927
Purine metabolism,0.03934,0.04494,0.01297,650,1927
Vitamin B9 (folate) metabolism,0.06236,0.7755,0.1948,650,1927
Purine metabolism,0.419,0.04688,0.09685,651,1927
Vitamin B9 (folate) metabolism,0.1352,0.1887,0.1191,651,1927
Purine metabolism,0.1586,0.01124,0.01307,652,1927
Vitamin B9 (folate) metabolism,0.3107,0.6129,0.5062,652,1927
Purine metabolism,0.07714,0.02632,0.01462,653,1927
Vitamin B9 (folate) metabolism,0.5487,0.8269,0.8123,653,1927
Purine metabolism,0.01934,0.06667,0.00987,654,1927
Vitamin B9 (folate) metabolism,0.2587,0.9762,0.6001,654,1927
Purine metabolism,0.4981,0.08108,0.17,655,1927
Vitamin B9 (folate) metabolism,0.2398,0.3103,0.2677,655,1927
Purine metabolism,0.0909,0.0678,0.03753,656,1927
Vitamin B9 (folate) metabolism,0.1404,0.5079,0.2596,656,1927
Purine metabolism,0.181,0.05128,0.05271,657,1927
Vitamin B9 (folate) metabolism,0.0859,0.3103,0.1233,657,1927
Purine metabolism,0.6818,0.07843,0.2101,658,1927
Vitamin B9 (folate) metabolism,0.4996,0.6222,0.6741,658,1927
Purine metabolism,0.09715,0.03261,0.0214,659,1927
Vitamin B9 (folate) metabolism,0.04949,0.6615,0.1447,659,1927
Purine metabolism,0.3939,0.1029,0.1705,660,1927
Vitamin B9 (folate) metabolism,0.1611,0.617,0.3289,660,1927
Purine metabolism,0.1384,0.02105,0.01992,661,1927
Vitamin B9 (folate) metabolism,0.3142,0.6444,0.5258,661,1927
Purine metabolism,0.01071,0.01136,0.00122,662,1927
Vitamin B9 (folate) metabolism,0.3282,0.3966,0.3955,662,1927
Purine metabolism,0.3249,0.02381,0.04534,663,1927
Vitamin B9 (folate) metabolism,0.1916,0.6102,0.3678,663,1927
Purine metabolism,0.3575,0.01299,0.02959,664,1927
Vitamin B9 (folate) metabolism,0.3497,0.7719,0.6234,664,1927
Purine metabolism,0.1326,0.02469,0.02201,665,1927
Vitamin B9 (folate) metabolism,0.05706,0.2759,0.08109,665,1927
Purine metabolism,0.3503,0.03077,0.0596,666,1927
Vitamin B9 (folate) metabolism,0.2208,0.1818,0.1692,666,1927
Purine metabolism,0.8829,0.8276,0.96,667,1927
Vitamin B9 (folate) metabolism,0.252,0.1509,0.1623,667,1927
Purine metabolism,0.02328,0.07812,0.01329,668,1927
Vitamin B9 (folate) metabolism,0.131,0.5645,0.2666,668,1927
Purine metabolism,0.02946,0.01471,0.00379,669,1927
Vitamin B9 (folate) metabolism,0.01438,0.4,0.03543,669,1927
Purine metabolism,0.4865,0.07576,0.1585,670,1927
Vitamin B9 (folate) metabolism,0.07401,0.7143,0.2083,670,1927
Purine metabolism,0.03942,0.0137,0.0046,671,1927
Vitamin B9 (folate) metabolism,0.09241,0.4098,0.1618,671,1927
Purine metabolism,0.5674,0.03659,0.1012,672,1927
Vitamin B9 (folate) metabolism,0.2623,0.5614,0.4293,672,1927
Purine metabolism,0.03528,0.02899,0.00806,673,1927
Vitamin B9 (folate) metabolism,0.09145,0.2632,0.1138,673,1927
Purine metabolism,0.04404,0.02778,0.00943,674,1927
Vitamin B9 (folate) metabolism,0.3559,0.7826,0.6345,674,1927
Purine metabolism,0.02798,0.04167,0.00904,675,1927
Vitamin B9 (folate) metabolism,0.1094,0.2727,0.1346,675,1927
Purine metabolism,0.2746,0.02299,0.03828,676,1927
Vitamin B9 (folate) metabolism,0.2427,0.9149,0.5562,676,1927
Purine metabolism,0.00216,0.01176,2.9e-4,677,1927
Vitamin B9 (folate) metabolism,0.09421,0.5526,0.2059,677,1927
Purine metabolism,0.3125,0.02532,0.0462,678,1927
Vitamin B9 (folate) metabolism,0.2739,0.3818,0.3407,678,1927
Purine metabolism,0.5462,0.0625,0.1494,679,1927
Vitamin B9 (folate) metabolism,0.1447,0.3214,0.1892,679,1927
Purine metabolism,0.02609,0.01389,0.00323,680,1927
Vitamin B9 (folate) metabolism,0.03842,0.4902,0.09364,680,1927
Purine metabolism,0.2177,0.04286,0.05294,681,1927
Vitamin B9 (folate) metabolism,0.3208,0.6341,0.5274,681,1927
Purine metabolism,0.07467,0.03659,0.01886,682,1927
Vitamin B9 (folate) metabolism,0.02607,0.5333,0.07335,682,1927
Purine metabolism,0.1068,0.01389,0.01115,683,1927
Vitamin B9 (folate) metabolism,0.2358,0.2453,0.2227,683,1927
Purine metabolism,0.19,0.05263,0.05606,684,1927
Vitamin B9 (folate) metabolism,0.1635,0.4167,0.2511,684,1927
Purine metabolism,0.2115,0.02353,0.03137,685,1927
Vitamin B9 (folate) metabolism,0.2002,0.7869,0.4486,685,1927
Purine metabolism,0.4285,0.6479,0.6334,686,1927
Vitamin B9 (folate) metabolism,0.162,0.6182,0.3307,686,1927
Purine metabolism,0.06149,0.01852,0.00886,687,1927
Vitamin B9 (folate) metabolism,0.3507,0.8846,0.6734,687,1927
Purine metabolism,0.00477,0.01299,6.6e-4,688,1927
Vitamin B9 (folate) metabolism,0.3547,0.6545,0.5712,688,1927
Purine metabolism,0.2087,0.01562,0.02193,689,1927
Vitamin B9 (folate) metabolism,0.05074,0.375,0.09442,689,1927
Purine metabolism,0.6454,0.2459,0.4508,690,1927
Vitamin B9 (folate) metabolism,0.5371,0.9184,0.8419,690,1927
Purine metabolism,0.1934,0.01695,0.02203,691,1927
Vitamin B9 (folate) metabolism,0.00859,0.5833,0.03155,691,1927
Purine metabolism,0.2884,0.0625,0.09041,692,1927
Vitamin B9 (folate) metabolism,0.1171,0.6667,0.2771,692,1927
Purine metabolism,0.05563,0.01408,0.00639,693,1927
Vitamin B9 (folate) metabolism,0.06284,0.3833,0.1138,693,1927
Purine metabolism,0.03054,0.01333,0.00359,694,1927
Vitamin B9 (folate) metabolism,0.03653,0.28,0.0571,694,1927
Purine metabolism,0.154,0.2319,0.1548,695,1927
Vitamin B9 (folate) metabolism,0.1471,0.9762,0.4224,695,1927
Purine metabolism,0.1298,0.1268,0.08406,696,1927
Vitamin B9 (folate) metabolism,0.09328,0.9111,0.2945,696,1927
Purine metabolism,0.2454,0.01562,0.02517,697,1927
Vitamin B9 (folate) metabolism,0.1222,0.8947,0.3513,697,1927
Purine metabolism,0.0031,0.01235,4.3e-4,698,1927
Vitamin B9 (folate) metabolism,0.2268,0.9574,0.5488,698,1927
Purine metabolism,0.126,0.04054,0.03205,699,1927
Vitamin B9 (folate) metabolism,0.391,0.9167,0.7262,699,1927
Purine metabolism,0.09101,0.06667,0.03704,700,1927
Vitamin B9 (folate) metabolism,0.3644,0.6939,0.6006,700,1927
Purine metabolism,0.2616,0.01316,0.02297,701,1927
Vitamin B9 (folate) metabolism,0.08227,0.8036,0.2457,701,1927
Purine metabolism,0.05229,0.0137,0.0059,702,1927
Vitamin B9 (folate) metabolism,0.00755,0.3966,0.0204,702,1927
Purine metabolism,0.02055,0.01333,0.00252,703,1927
Vitamin B9 (folate) metabolism,0.5923,0.6744,0.766,703,1927
Purine metabolism,0.07368,0.06944,0.03211,704,1927
Vitamin B9 (folate) metabolism,0.435,0.6364,0.6324,704,1927
Purine metabolism,0.5645,0.1351,0.2725,705,1927
Vitamin B9 (folate) metabolism,0.1929,0.4468,0.2975,705,1927
Purine metabolism,0.1868,0.02632,0.03105,706,1927
Vitamin B9 (folate) metabolism,0.01574,0.5333,0.04853,706,1927
Purine metabolism,8.3e-4,0.04651,4.3e-4,707,1927
Vitamin B9 (folate) metabolism,0.1082,0.569,0.2332,707,1927
Purine metabolism,0.1019,0.01351,0.01044,708,1927
Vitamin B9 (folate) metabolism,0.1454,0.3673,0.2098,708,1927
Purine metabolism,0.01067,0.05263,0.00476,709,1927
Vitamin B9 (folate) metabolism,0.06696,0.8113,0.2126,709,1927
Purine metabolism,0.1612,0.02703,0.02804,710,1927
Vitamin B9 (folate) metabolism,0.2171,0.6842,0.4318,710,1927
Purine metabolism,0.8104,0.431,0.7167,711,1927
Vitamin B9 (folate) metabolism,0.03983,0.5172,0.1006,711,1927
Purine metabolism,0.0775,0.0119,0.00737,712,1927
Vitamin B9 (folate) metabolism,0.06378,0.6562,0.1747,712,1927
Purine metabolism,0.261,0.01389,0.024,713,1927
Vitamin B9 (folate) metabolism,0.6339,0.7647,0.8358,713,1927
Purine metabolism,0.1749,0.01266,0.01575,714,1927
Vitamin B9 (folate) metabolism,0.06567,0.8333,0.2137,714,1927
Purine metabolism,0.5329,0.08824,0.1908,715,1927
Vitamin B9 (folate) metabolism,0.06187,0.434,0.124,715,1927
Purine metabolism,0.3276,0.05333,0.08819,716,1927
Vitamin B9 (folate) metabolism,0.3378,0.5714,0.5105,716,1927
Purine metabolism,0.5634,0.04651,0.1216,717,1927
Vitamin B9 (folate) metabolism,0.5702,0.9302,0.8668,717,1927
Purine metabolism,0.02709,0.03125,0.00684,718,1927
Vitamin B9 (folate) metabolism,0.1452,0.5208,0.2709,718,1927
Purine metabolism,0.1208,0.0125,0.01132,719,1927
Vitamin B9 (folate) metabolism,0.4058,0.4746,0.5098,719,1927
Purine metabolism,0.141,0.01695,0.01681,720,1927
Vitamin B9 (folate) metabolism,0.00239,0.6471,0.01154,720,1927
Purine metabolism,0.4921,0.08219,0.1702,721,1927
Vitamin B9 (folate) metabolism,0.5471,0.9273,0.8516,721,1927
Purine metabolism,0.179,0.02469,0.02838,722,1927
Vitamin B9 (folate) metabolism,0.2182,0.4444,0.3232,722,1927
Purine metabolism,0.1845,0.3333,0.233,723,1927
Vitamin B9 (folate) metabolism,0.01843,0.6875,0.06801,723,1927
Purine metabolism,0.03345,0.07692,0.01791,724,1927
Vitamin B9 (folate) metabolism,0.00222,0.6066,0.01025,724,1927
Purine metabolism,0.07437,0.04615,0.02291,725,1927
Vitamin B9 (folate) metabolism,0.4082,0.7778,0.6817,725,1927
Purine metabolism,0.3703,0.04494,0.0848,726,1927
Vitamin B9 (folate) metabolism,0.07837,0.8,0.2363,726,1927
Purine metabolism,0.4717,0.01389,0.03949,727,1927
Vitamin B9 (folate) metabolism,0.5644,0.4889,0.6312,727,1927
Purine metabolism,0.4265,0.02326,0.05568,728,1927
Vitamin B9 (folate) metabolism,0.1141,0.6087,0.2547,728,1927
Purine metabolism,0.6125,0.05,0.1374,729,1927
Vitamin B9 (folate) metabolism,0.1158,0.3966,0.1874,729,1927
Purine metabolism,0.04731,0.06154,0.01991,730,1927
Vitamin B9 (folate) metabolism,0.1094,0.8214,0.3063,730,1927
Purine metabolism,0.05773,0.02632,0.01138,731,1927
Vitamin B9 (folate) metabolism,0.05545,0.4754,0.1222,731,1927
Purine metabolism,0.09422,0.01316,0.00954,732,1927
Vitamin B9 (folate) metabolism,0.289,0.8966,0.6091,732,1927
Purine metabolism,0.1162,0.01449,0.01244,733,1927
Vitamin B9 (folate) metabolism,0.3354,0.7619,0.6042,733,1927
Purine metabolism,0.1662,0.025,0.02694,734,1927
Vitamin B9 (folate) metabolism,0.2598,0.7609,0.5181,734,1927
Purine metabolism,0.1015,0.02778,0.01937,735,1927
Vitamin B9 (folate) metabolism,0.2568,0.7455,0.5079,735,1927
Purine metabolism,0.1444,0.05479,0.04621,736,1927
Vitamin B9 (folate) metabolism,0.1743,0.2692,0.1905,736,1927
Purine metabolism,0.09589,0.01266,0.00936,737,1927
Vitamin B9 (folate) metabolism,0.04345,0.3281,0.07486,737,1927
Purine metabolism,0.08827,0.0411,0.02401,738,1927
Vitamin B9 (folate) metabolism,0.2248,0.4583,0.3372,738,1927
Purine metabolism,0.0222,0.04348,0.00767,739,1927
Vitamin B9 (folate) metabolism,0.07355,0.6,0.1818,739,1927
Purine metabolism,0.08302,0.05714,0.03013,740,1927
Vitamin B9 (folate) metabolism,0.1308,0.5208,0.2512,740,1927
Purine metabolism,0.0413,0.08108,0.02243,741,1927
Vitamin B9 (folate) metabolism,0.3113,0.6,0.5001,741,1927
Purine metabolism,0.2259,0.01389,0.02123,742,1927
Vitamin B9 (folate) metabolism,0.09487,0.7895,0.269,742,1927
Purine metabolism,0.2248,0.01299,0.01997,743,1927
Vitamin B9 (folate) metabolism,0.1479,0.7091,0.3414,743,1927
Purine metabolism,0.3891,0.06349,0.1161,744,1927
Vitamin B9 (folate) metabolism,0.5184,0.7222,0.7422,744,1927
Purine metabolism,0.0532,0.03077,0.01214,745,1927
Vitamin B9 (folate) metabolism,0.0297,0.4561,0.07182,745,1927
Purine metabolism,0.1001,0.0122,0.00941,746,1927
Vitamin B9 (folate) metabolism,0.02666,0.5781,0.07971,746,1927
Purine metabolism,0.01932,0.1081,0.01498,747,1927
Vitamin B9 (folate) metabolism,0.07728,0.3621,0.128,747,1927
Purine metabolism,0.0458,0.02532,0.009,748,1927
Vitamin B9 (folate) metabolism,0.1537,0.9302,0.421,748,1927
Purine metabolism,0.1158,0.01471,0.01257,749,1927
Vitamin B9 (folate) metabolism,0.0695,0.6596,0.1872,749,1927
Purine metabolism,0.1542,0.02857,0.0283,750,1927
Vitamin B9 (folate) metabolism,0.1551,0.4237,0.2446,750,1927
Purine metabolism,0.2533,0.127,0.1427,751,1927
Vitamin B9 (folate) metabolism,0.4848,0.8846,0.792,751,1927
Purine metabolism,0.255,0.01176,0.02042,752,1927
Vitamin B9 (folate) metabolism,0.197,0.9388,0.4971,752,1927
Purine metabolism,0.05336,0.04878,0.01809,753,1927
Vitamin B9 (folate) metabolism,0.1796,0.5667,0.3343,753,1927
Purine metabolism,0.1719,0.04762,0.04752,754,1927
Vitamin B9 (folate) metabolism,0.2811,0.898,0.5999,754,1927
Purine metabolism,0.423,0.0122,0.03234,755,1927
Vitamin B9 (folate) metabolism,0.3143,0.7193,0.5623,755,1927
Purine metabolism,0.05481,0.02353,0.00987,756,1927
Vitamin B9 (folate) metabolism,0.13,0.5263,0.2519,756,1927
Purine metabolism,0.1258,0.01449,0.01332,757,1927
Vitamin B9 (folate) metabolism,0.08403,0.5102,0.1779,757,1927
Purine metabolism,0.391,0.04444,0.0878,758,1927
Vitamin B9 (folate) metabolism,0.364,0.36,0.3974,758,1927
Purine metabolism,0.2667,0.08772,0.1113,759,1927
Vitamin B9 (folate) metabolism,0.2825,0.6923,0.5147,759,1927
Purine metabolism,0.07611,0.01176,0.00718,760,1927
Vitamin B9 (folate) metabolism,0.3419,0.5893,0.5243,760,1927
Purine metabolism,0.1615,0.01389,0.01593,761,1927
Vitamin B9 (folate) metabolism,0.07763,0.8167,0.2383,761,1927
Purine metabolism,0.6707,0.07229,0.1952,762,1927
Vitamin B9 (folate) metabolism,0.03114,0.7273,0.1084,762,1927
Purine metabolism,0.0339,0.04396,0.01119,763,1927
Vitamin B9 (folate) metabolism,0.05097,0.6389,0.1441,763,1927
Purine metabolism,0.2628,0.07246,0.09446,764,1927
Vitamin B9 (folate) metabolism,0.06558,0.8298,0.2128,764,1927
Purine metabolism,0.1681,0.01493,0.01753,765,1927
Vitamin B9 (folate) metabolism,0.0852,0.4038,0.1503,765,1927
Purine metabolism,0.1519,0.04167,0.03838,766,1927
Vitamin B9 (folate) metabolism,0.1627,0.625,0.3341,766,1927
Purine metabolism,0.392,0.1053,0.1728,767,1927
Vitamin B9 (folate) metabolism,0.2694,0.377,0.3338,767,1927
Purine metabolism,0.04888,0.1268,0.03771,768,1927
Vitamin B9 (folate) metabolism,0.07485,0.3265,0.1151,768,1927
Purine metabolism,0.1676,0.01429,0.01685,769,1927
Vitamin B9 (folate) metabolism,0.05321,0.8372,0.1832,769,1927
Purine metabolism,0.107,0.04478,0.03038,770,1927
Vitamin B9 (folate) metabolism,0.07049,0.2909,0.1002,770,1927
Purine metabolism,0.05517,0.03947,0.01553,771,1927
Vitamin B9 (folate) metabolism,0.1775,0.8772,0.4453,771,1927
Purine metabolism,0.1339,0.01471,0.01424,772,1927
Vitamin B9 (folate) metabolism,0.3054,0.6667,0.5277,772,1927
Purine metabolism,0.3287,0.2833,0.3142,773,1927
Vitamin B9 (folate) metabolism,0.2869,0.551,0.4497,773,1927
Purine metabolism,0.03557,0.03846,0.01039,774,1927
Vitamin B9 (folate) metabolism,0.2285,0.7188,0.461,774,1927
Purine metabolism,0.3978,0.02703,0.05948,775,1927
Vitamin B9 (folate) metabolism,0.1184,0.5926,0.2566,775,1927
Purine metabolism,0.5331,0.03797,0.09918,776,1927
Vitamin B9 (folate) metabolism,0.5143,0.7857,0.7702,776,1927
Purine metabolism,0.2419,0.01471,0.02362,777,1927
Vitamin B9 (folate) metabolism,0.1556,0.6364,0.328,777,1927
Purine metabolism,0.2084,0.06579,0.07252,778,1927
Vitamin B9 (folate) metabolism,0.07058,0.4545,0.1424,778,1927
Purine metabolism,0.3913,0.04,0.08072,779,1927
Vitamin B9 (folate) metabolism,0.1714,0.9245,0.4504,779,1927
Purine metabolism,0.2545,0.01613,0.02666,780,1927
Vitamin B9 (folate) metabolism,0.1564,0.6481,0.3333,780,1927
Purine metabolism,0.2861,0.01493,0.02758,781,1927
Vitamin B9 (folate) metabolism,0.1886,0.8491,0.4534,781,1927
Purine metabolism,0.03329,0.01471,0.00422,782,1927
Vitamin B9 (folate) metabolism,0.05474,0.4,0.1056,782,1927
Purine metabolism,0.5461,0.01667,0.05188,783,1927
Vitamin B9 (folate) metabolism,0.3588,0.7885,0.6401,783,1927
Purine metabolism,0.05009,0.0125,0.00524,784,1927
Vitamin B9 (folate) metabolism,0.193,0.9038,0.4791,784,1927
Purine metabolism,0.2184,0.01205,0.01826,785,1927
Vitamin B9 (folate) metabolism,0.2851,0.4722,0.4045,785,1927
Purine metabolism,0.2732,0.05882,0.08244,786,1927
Vitamin B9 (folate) metabolism,0.01369,0.6724,0.05237,786,1927
Purine metabolism,0.02703,0.02985,0.00655,787,1927
Vitamin B9 (folate) metabolism,0.03331,0.4898,0.08347,787,1927
Purine metabolism,0.1121,0.07143,0.04665,788,1927
Vitamin B9 (folate) metabolism,0.04651,0.5319,0.1162,788,1927
Purine metabolism,0.04444,0.01282,0.00483,789,1927
Vitamin B9 (folate) metabolism,0.2326,0.2667,0.2345,789,1927
Purine metabolism,0.2501,0.04286,0.05933,790,1927
Vitamin B9 (folate) metabolism,0.1271,0.6,0.2725,790,1927
Purine metabolism,0.1605,0.1486,0.113,791,1927
Vitamin B9 (folate) metabolism,0.1802,0.8833,0.4517,791,1927
Purine metabolism,0.02043,0.01299,0.00245,792,1927
Vitamin B9 (folate) metabolism,0.1476,0.9286,0.4094,792,1927
Purine metabolism,0.2666,0.0625,0.0849,793,1927
Vitamin B9 (folate) metabolism,0.2287,0.3,0.2524,793,1927
Purine metabolism,0.1746,0.06667,0.06348,794,1927
Vitamin B9 (folate) metabolism,0.02959,0.4375,0.06922,794,1927
Purine metabolism,0.2269,0.08046,0.09135,795,1927
Vitamin B9 (folate) metabolism,0.09663,0.9833,0.3187,795,1927
Purine metabolism,0.3028,0.01587,0.03046,796,1927
Vitamin B9 (folate) metabolism,0.2628,0.8214,0.5468,796,1927
Purine metabolism,0.234,0.02857,0.04017,797,1927
Vitamin B9 (folate) metabolism,0.1514,0.6863,0.3391,797,1927
Purine metabolism,0.3174,0.05263,0.08506,798,1927
Vitamin B9 (folate) metabolism,0.1253,0.8302,0.3394,798,1927
Purine metabolism,0.1827,0.01316,0.0169,799,1927
Vitamin B9 (folate) metabolism,0.1667,0.7561,0.3871,799,1927
Purine metabolism,0.6783,0.08219,0.2167,800,1927
Vitamin B9 (folate) metabolism,0.5906,0.2885,0.4719,800,1927
Purine metabolism,0.09532,0.01333,0.00974,801,1927
Vitamin B9 (folate) metabolism,0.1485,0.7451,0.3542,801,1927
Purine metabolism,0.1501,0.075,0.06176,802,1927
Vitamin B9 (folate) metabolism,0.04433,0.1373,0.03714,802,1927
Purine metabolism,0.0584,0.01333,0.00635,803,1927
Vitamin B9 (folate) metabolism,0.2053,0.42,0.2976,803,1927
Purine metabolism,0.03393,0.0119,0.00356,804,1927
Vitamin B9 (folate) metabolism,0.1028,0.8889,0.3101,804,1927
Purine metabolism,0.1861,0.03846,0.04252,805,1927
Vitamin B9 (folate) metabolism,0.1359,0.4815,0.2439,805,1927
Purine metabolism,0.08921,0.01471,0.01002,806,1927
Vitamin B9 (folate) metabolism,0.2081,0.6538,0.4075,806,1927
Purine metabolism,0.2162,0.7826,0.4698,807,1927
Vitamin B9 (folate) metabolism,0.0697,0.8222,0.2212,807,1927
Purine metabolism,0.4839,0.08333,0.1698,808,1927
Vitamin B9 (folate) metabolism,0.1711,0.2727,0.1897,808,1927
Purine metabolism,0.02618,0.0597,0.01166,809,1927
Vitamin B9 (folate) metabolism,0.3089,0.8049,0.5947,809,1927
Purine metabolism,0.5783,0.03509,0.09939,810,1927
Vitamin B9 (folate) metabolism,0.05986,0.3043,0.09118,810,1927
Purine metabolism,0.6792,0.1159,0.2788,811,1927
Vitamin B9 (folate) metabolism,0.07567,0.587,0.1828,811,1927
Purine metabolism,0.1924,0.1176,0.1083,812,1927
Vitamin B9 (folate) metabolism,0.1495,0.5455,0.286,812,1927
Purine metabolism,0.6173,0.04478,0.1268,813,1927
Vitamin B9 (folate) metabolism,0.3415,0.5532,0.5037,813,1927
Purine metabolism,0.0966,0.04615,0.02859,814,1927
Vitamin B9 (folate) metabolism,0.2532,0.5323,0.4049,814,1927
Purine metabolism,0.0634,0.0122,0.00631,815,1927
Vitamin B9 (folate) metabolism,0.01575,0.5735,0.05155,815,1927
Purine metabolism,0.06121,0.03175,0.01408,816,1927
Vitamin B9 (folate) metabolism,0.0869,0.8846,0.2741,816,1927
Purine metabolism,0.1744,0.1867,0.1441,817,1927
Vitamin B9 (folate) metabolism,0.0603,0.375,0.1083,817,1927
Purine metabolism,0.2842,0.1194,0.1487,818,1927
Vitamin B9 (folate) metabolism,0.689,0.9024,0.9172,818,1927
Purine metabolism,0.2272,0.1429,0.1438,819,1927
Vitamin B9 (folate) metabolism,0.1197,0.6379,0.2728,819,1927
Purine metabolism,0.1233,0.0274,0.02261,820,1927
Vitamin B9 (folate) metabolism,0.2746,0.8679,0.58,820,1927
Purine metabolism,0.01085,0.02532,0.00253,821,1927
Vitamin B9 (folate) metabolism,0.2679,0.8983,0.5834,821,1927
Purine metabolism,0.03526,0.01389,0.00422,822,1927
Vitamin B9 (folate) metabolism,0.01031,0.6885,0.04223,822,1927
Purine metabolism,0.3876,0.02,0.04542,823,1927
Vitamin B9 (folate) metabolism,0.2101,0.2326,0.1964,823,1927
Purine metabolism,0.04918,0.1029,0.03182,824,1927
Vitamin B9 (folate) metabolism,0.08035,0.8958,0.2614,824,1927
Purine metabolism,0.022,0.01205,0.00245,825,1927
Vitamin B9 (folate) metabolism,0.02267,0.3692,0.04841,825,1927
Purine metabolism,0.4219,0.3704,0.4464,826,1927
Vitamin B9 (folate) metabolism,0.19,0.4783,0.3089,826,1927
Purine metabolism,0.2452,0.0375,0.05232,827,1927
Vitamin B9 (folate) metabolism,0.1799,0.5085,0.3103,827,1927
Purine metabolism,0.3589,0.03947,0.07447,828,1927
Vitamin B9 (folate) metabolism,0.3505,0.9322,0.6922,828,1927
Purine metabolism,0.2383,0.06757,0.0826,829,1927
Vitamin B9 (folate) metabolism,0.3037,0.9808,0.6586,829,1927
Purine metabolism,0.5944,0.01613,0.05415,830,1927
Vitamin B9 (folate) metabolism,0.1203,0.84,0.3328,830,1927
Purine metabolism,0.3632,0.1233,0.1839,831,1927
Vitamin B9 (folate) metabolism,0.09989,0.08333,0.04819,831,1927
Purine metabolism,0.6412,0.06944,0.1831,832,1927
Vitamin B9 (folate) metabolism,0.5366,0.463,0.5944,832,1927
Purine metabolism,0.3613,0.04651,0.08546,833,1927
Vitamin B9 (folate) metabolism,0.2155,0.5517,0.3721,833,1927
Purine metabolism,0.2739,0.01471,0.02625,834,1927
Vitamin B9 (folate) metabolism,0.1582,0.625,0.3276,834,1927
Purine metabolism,0.3506,0.0274,0.05423,835,1927
Vitamin B9 (folate) metabolism,0.4465,0.7679,0.7099,835,1927
Purine metabolism,0.374,0.1014,0.162,836,1927
Vitamin B9 (folate) metabolism,0.0078,0.0566,0.00385,836,1927
Purine metabolism,0.1616,0.05882,0.05376,837,1927
Vitamin B9 (folate) metabolism,0.5184,0.807,0.7829,837,1927
Purine metabolism,0.00297,0.01176,3.9e-4,838,1927
Vitamin B9 (folate) metabolism,0.07406,0.3896,0.1312,838,1927
Purine metabolism,0.4577,0.2222,0.3342,839,1927
Vitamin B9 (folate) metabolism,0.03088,0.7451,0.1098,839,1927
Purine metabolism,0.0978,0.0122,0.00922,840,1927
Vitamin B9 (folate) metabolism,0.03889,0.3958,0.07964,840,1927
Purine metabolism,0.1501,0.01316,0.01427,841,1927
Vitamin B9 (folate) metabolism,0.4955,0.7455,0.7373,841,1927
Purine metabolism,0.1994,0.06061,0.06546,842,1927
Vitamin B9 (folate) metabolism,0.1848,0.7778,0.4225,842,1927
Purine metabolism,0.2057,0.0566,0.0635,843,1927
Vitamin B9 (folate) metabolism,0.1133,0.2444,0.127,843,1927
Purine metabolism,0.07219,0.01111,0.00652,844,1927
Vitamin B9 (folate) metabolism,0.0278,0.9,0.1173,844,1927
Purine metabolism,0.02805,0.02632,0.00606,845,1927
Vitamin B9 (folate) metabolism,0.02953,0.5439,0.08243,845,1927
Purine metabolism,0.2351,0.02667,0.03808,846,1927
Vitamin B9 (folate) metabolism,0.3247,0.2679,0.2994,846,1927
Purine metabolism,0.09369,0.1125,0.05852,847,1927
Vitamin B9 (folate) metabolism,0.2122,0.619,0.398,847,1927
Purine metabolism,0.368,0.05333,0.09677,848,1927
Vitamin B9 (folate) metabolism,0.04833,0.2264,0.06035,848,1927
Purine metabolism,0.4265,0.01333,0.03508,849,1927
Vitamin B9 (folate) metabolism,0.8323,0.9286,0.972,849,1927
Purine metabolism,0.1251,0.04918,0.03747,850,1927
Vitamin B9 (folate) metabolism,0.09718,0.6792,0.2454,850,1927
Purine metabolism,0.02912,0.03704,0.00845,851,1927
Vitamin B9 (folate) metabolism,0.6623,0.875,0.8957,851,1927
Purine metabolism,0.2934,0.06061,0.08945,852,1927
Vitamin B9 (folate) metabolism,0.1039,0.8148,0.2937,852,1927
Purine metabolism,0.1658,0.02564,0.02746,853,1927
Vitamin B9 (folate) metabolism,0.07852,0.4545,0.1546,853,1927
Purine metabolism,0.5092,0.04938,0.1178,854,1927
Vitamin B9 (folate) metabolism,0.3928,0.7544,0.6567,854,1927
Purine metabolism,0.269,0.04412,0.06449,855,1927
Vitamin B9 (folate) metabolism,0.541,0.5227,0.64,855,1927
Purine metabolism,0.5404,0.1579,0.2953,856,1927
Vitamin B9 (folate) metabolism,0.6783,0.5769,0.7584,856,1927
Purine metabolism,0.2478,0.04167,0.05755,857,1927
Vitamin B9 (folate) metabolism,0.2634,0.8462,0.5574,857,1927
Purine metabolism,0.2179,0.07407,0.08275,858,1927
Vitamin B9 (folate) metabolism,0.1734,0.875,0.4379,858,1927
Purine metabolism,0.2279,0.02198,0.03155,859,1927
Vitamin B9 (folate) metabolism,0.05647,0.6308,0.1544,859,1927
Purine metabolism,0.1479,0.06557,0.05466,860,1927
Vitamin B9 (folate) metabolism,0.01846,0.7455,0.07275,860,1927
Purine metabolism,0.4948,0.01111,0.0341,861,1927
