"feature","mzmed","rtmed","NEG_1_QC_pool_n1.mzXML","NEG_2_WT_b1_t1.mzXML","NEG_3_PM-31_b1_t1.mzXML","NEG_4_PM-37_b1_t1.mzXML","NEG_5_KO-6_b1_t1.mzXML","NEG_6_KO-22_b1_t1.mzXML","NEG_7_QC_pool_n2.mzXML","NEG_8_WT_b2_t1.mzXML","NEG_9_PM-31_b2_t1.mzXML","NEG_10_PM-37_b2_t1.mzXML","NEG_11_KO-6_b2_t1.mzXML","NEG_12_KO-22_b2_t1.mzXML","NEG_13_QC_pool_n3.mzXML","NEG_14_WT_b3_t1.mzXML","NEG_15_PM-31_b3_t1.mzXML","NEG_16_PM-37_b3_t1.mzXML","NEG_17_KO-6_b3_t1.mzXML","NEG_18_KO-22_b3_t1.mzXML","NEG_19_QC_pool_n4.mzXML","NEG_20_WT_b1_t2.mzXML","NEG_21_PM-31_b1_t2.mzXML","NEG_22_PM-37_b1_t2.mzXML","NEG_23_KO-6_b1_t2.mzXML","NEG_24_KO-22_b1_t2.mzXML","NEG_25_QC_pool_n5.mzXML","NEG_26_WT_b2_t2.mzXML","NEG_27_PM-31_b2_t2.mzXML","NEG_28_PM-37_b2_t2.mzXML","NEG_29_KO-6_b2_t2.mzXML","NEG_30_KO-22_b2_t2.mzXML","NEG_31_QC_pool_n6.mzXML","NEG_32_WT_b3_t2.mzXML","NEG_33_PM-31_b3_t2.mzXML","NEG_34_PM-37_b3_t2.mzXML","NEG_35_KO-6_b3_t2.mzXML","NEG_36_KO-22_b3_t2.mzXML","NEG_37_QC_pool_n7.mzXML"
"FT2463",440.022282897774,741.071899414062,687027.5,621362.9,580301.4,573474.2,496844.9,577309.4,661076.7,717380,667724.6,661906,468958.3,472000.2,446525.2,568258,525694.5,540372.2,505407.2,574090.6,545053.2,545125.7,537262.9,515985.9,443265.7,512637.5,550678.2,594377.7,618527.1,593666.2,462345.3,591245.7,549214.2,647386.5,534008.3,511697.4,500255.9,571881.3,542646.6
"FT2464",440.860404168162,963.574462890625,70316610,29533040,51127663,33541344,71807318,106147762,69049901,67613023,53674722,52802549,77179690,97209411,70980461,58585758,46554311,34868599,185717036,114144569,66822943,27622625,48671695,34167432,71616603,105823062,64870560,66821593,55197544,54111090,78970748,98377095,66999515,58435155,46490364,32750840,180834278,115640412,70791175
"FT2468",442.01743554862,661.113586425781,3999487,3904607,3782938,3634019,3055948,3743438,3922495,4702341,4045549,3582658,3093096,3531222,3522928,4216795,3839190,3811118,3861540,3748755,3754393,3837928,3909625,3601058,3015465,3693396,3692241,4613754,4148557,3595184,2953040,3891255,3768084,4677144,3844325,3887944,4137758,3767971,3952229
"FT2471",442.224645370332,273.356429199219,78661.9,58506.82,104606.98,130202.34,72228.15,120515.73,145547.43,145764.06,218412.01,202646.07,140064.98,167417.64,181617.74,179158.48,211833.8,214944.98,137045.31,169290.1,198802.57,184791.37,235371.99,212431.73,132498.88,179693.43,208278.01,186480.99,229158.77,204232.13,143710.29,191187.31,194851.1,188114.95,206020.8,184630.52,151135.19,159974.92,191456.73
"FT2473",442.864974584061,963.037048339844,1861283,750469.1,1414331.1,845260.2,1822853.9,2841524.6,1799220,1749971,1374388.7,1404225.9,1949708.1,2493174.8,1836225.3,1492611.7,1245165,926874.3,4775363,3179772.6,1811016.3,768001.8,1313630.7,868501,1882749.1,2696586,1707076,1753341.5,1481218.5,1377448.1,2031250.4,2593150.9,1730359.1,1606420,1195486.7,853481,4932248.1,2928842.4,1828864
"FT2475",443.107423315632,234.115997314453,53164.26,60100.09,22694.13,54536.34,30807.26,55538.48,67504.29,47667.84,18691.02,60728.78,22106.56,64146.46,61450.39,76489.46,29105.7,44606.3,94503.31,40940.17,57342.71,53379.36,24475.34,53605.95,20193.04,54032.2,53700.09,46086.11,15636.67,73932.61,33683.58,59600.29,36776.94,81078.83,38497.2,53413.41,75543.12,49523.69,52955.63
"FT2476",443.127969473551,480.092987060547,32769.095,23759.497,34041.438,177990.982,0,5640.554,32641.483,16909.182,49168.323,174378.13,1953.488,0,61898.669,10546.565,35600.355,163327.186,0,2396.557,39849.112,23614.473,55446.707,170306.087,0,2936.271,63900.413,10460.655,51207.196,168067.509,0,1643.599,42685.77,19726.404,36319.236,172393.833,0,0,57306.127
"FT2477",443.247472094306,84.2704010009766,161674.6,344977.6,309181.1,282881.2,291980.7,299860.7,230501.3,279721.2,323404.5,279947.7,311958.2,354525.4,151126.9,287893.8,342178.7,309576.9,294332.6,291249.2,212298.1,299680.3,295640.9,305750.7,301612.7,304738.1,155235,295508.2,327749.3,286976,314328.2,339372.2,216388,273521.1,333403.2,291758.7,293769.4,324667.1,181943.3
"FT2478",444.021721635794,659.693,94502.07,88181.35,86116.36,104879.15,62205.87,93157.53,100530.27,135284.66,96359.51,118866.16,70815.38,85626.42,85024.25,106718.08,93518.73,102929.98,78691.05,77370.45,83017.81,105000.47,92193.61,98461.5,70767.58,95406.51,87781.75,120135.06,94590.56,109327.23,65018.27,96663.71,100378.19,116876.82,89755.42,105416.52,77799.91,91507.1,123631
"FT2479",444.033946427573,497.667984008789,322662.95,284136.41,238077.74,211121.06,125407.69,334868.26,404954.99,328030.2,276759.48,141503.08,138335.29,340822.79,335449.04,365467.27,344920.83,373557.79,211468.96,348067.4,378643.53,309198.98,238335.23,340659.93,124130.92,325035.55,320897.28,311655.51,251666.55,107958.22,99893.85,332546.14,349748.23,384656.91,333070.99,343874.8,198226.57,359172.91,391875.52
"FT2480",444.076540368986,248.019,93095.987,4296.813,5977.588,186240.75,0,61680.534,98552.946,28190.344,5495.739,220454.538,0,66301.263,90241.841,34957.358,29309.061,186381.537,0,50243.79,95901.508,0,2160.541,196089.893,0,57784.698,68610.483,20595.908,0,222712.487,0,72353.869,103550.804,37773.775,21146.616,201465.084,0,43440.006,88882.2
"FT2481",445.017097554978,570.878021240234,840534.5,387317.8,292022.7,1085392.3,244295.6,924082.5,839369.6,631203.1,290996.9,1607559.1,250075.6,1048622.4,818186.1,713932.2,422247.7,1229143,878107.2,805599.9,866841.7,419304.1,297202.2,1205220.2,260063.2,994568.9,841021.2,716115.3,308968.3,1620509,290236.9,1121659.2,900738.7,785526,455205.5,1264363.4,576153.7,868427.4,887948.7
"FT2482",445.0531474255,587.594360351562,4935483,5445473,5167992,3924385,4239157,5629806,4604867,5220270,5192049,4075829,4489271,5466012,4753777,5309637,4713654,3971743,4179915,5141046,4619859,5454775,5101139,3914075,4322442,5529536,4531333,5406307,5216604,3962754,4312198,5727303,4575708,5642577,4953874,3936812,4119889,5411049,4898862
"FT2484",445.981301390109,497.662933349609,2695065.8,1970007.9,1685811.2,2834698.7,385208.8,2130102.4,2418212.3,1955216.6,1317089.9,3126197,356781.6,2127628.7,2005385.3,2143559.7,1945385.7,2699459.1,1001494.7,1572503.4,1954018.5,1409325,1435086.6,2464011.6,295517.7,1789480.2,2098610.4,1817650.2,1201123.5,2871801.7,327583.4,1992667.6,1994701.5,2196787.3,1817113.7,2438976.2,1000588.1,1612658.6,2027666.4
"FT2486",446.168435695115,336.438323974609,151111.237,24094.493,10154.596,245939.672,27035.549,59046.272,125727.279,51325.412,14667.78,263648.595,21313.66,69269.927,138763.611,68772.342,31444.03,251628.137,58072.312,38808.574,129813.875,26145.612,9864.335,231015.349,16519.269,54545.602,116766.682,54591.162,11021.306,240756.307,17271.719,62075.107,118559.145,57032.7,16737.74,216870.102,38381.289,25368.091,118791.12
"FT2487",446.219437349458,302.814636230469,81810.39,69904.2,64204.78,96707.06,32937.21,54776.76,66590.8,69206.37,64743.35,74453.22,20794.59,52947.14,49678.91,59650.77,43848.76,74210.96,28747.2,35239.06,51108.72,53310.67,43197.93,79009.45,21991.81,33004.3,52838.06,46977.65,50899.85,70815.76,23106.39,49138.57,56279.07,57144.94,39361.19,78793.31,28642.8,44307.4,42388.54
"FT2488",446.820832397185,586.117,211630.2,129403.6,182486.6,173895.2,184706.9,197205.4,193346.6,147329.7,180113.7,203485.7,212901.2,166131.5,187704.5,134632.7,183235.8,209719.1,363543,221838.6,246766.5,150159.6,216160.3,232765.4,228737.4,247890.2,219867.9,185820,186003.8,217770.9,229519.5,207209.8,192440.4,174283.6,200229,143786.2,262935.1,163410.4,204692.5
"FT2489",446.965331490267,562.448120117188,328928.78,225413.84,134012.63,425792.57,72669.51,257857.04,292597.09,267048.3,114888.05,470760.5,37074,286825.44,268675.57,275957.51,168755.93,406310.52,142176.56,164562.01,233962.27,190357.58,121543.16,386327.07,53172.88,235126.46,247233.78,232991.1,103084.59,412288.89,53659.03,262045.17,235989.65,266625.2,149938.8,394649.79,114682.1,164493.57,227978.53
"FT2491",447.134483275508,84.8499603271484,851285.3,940185.8,1080936.9,662139.4,776931.3,1001080.7,975766,843882.9,884322.7,587581.3,1099946.2,981028.4,978427.7,882534,789226.2,662913,1251574.3,969761.1,958910.8,960183.8,1107197.9,668446.6,856112.9,1119175.5,921761.6,831326.6,940722.6,564738.8,1050926.6,1052758.4,1002008.4,918130,852600.2,712631.6,1282213.5,1019162.6,1162092.7
"FT2492",447.817865390022,584.753723144531,232983.2,159983.1,202508.4,202132.4,214426.8,169590.2,205255.8,188822.6,172884.3,225911.4,228235.9,181083,142472.5,165329.8,171722.3,206710,294005.2,187363.4,170507.5,158635.3,173564.8,196402.9,155114.2,156924,191568.1,164649.2,161398.2,198537.8,201291,155506.3,193164.4,166375.5,170264.3,202465.4,173705.8,131939,178651.5
"FT2493",448.004454593625,561.041748046875,460835.5,465419.4,427273.5,651887.8,338463.4,352382.7,465556.9,505544.6,434864.1,611427,310748.3,367085.9,405900.3,475139.3,470365.6,678089,386610.7,341830.8,459326.7,490760.4,463719.3,642255.4,382914,378545.8,487633.2,536496,494155.3,601968.4,357342.5,427934.6,506537.7,635945.2,588718.2,752690.6,424774.9,396536.8,509116.9
"FT2494",448.137868500987,84.2720222473145,67219.39,185809.41,206357.94,129343.14,136165.69,204999.65,127337.94,183662.34,174364.88,68207.18,215250.88,189962.36,137844.45,188044.44,144037.09,107859.82,253316.94,188916.48,170456.09,173923.19,197741.1,111976.49,168113.35,201399.56,94456.41,177041.1,175458.46,100907.65,210711.22,198671.59,161566.71,167990,142204.33,127718.35,241063.3,207446.54,134902.92
"FT2495",448.789805520997,980.216094970703,838474.6,548758.8,753999.9,557231.9,866102.7,1169022.2,862361.7,880691.7,825466.6,770167.9,843568.9,1072877.7,811515.9,771272.2,758939.4,499533,2362222.5,1283562.1,894714.9,351499.4,801709.3,487706.6,999058.6,1228203.9,1007678.3,911655.4,945566,869888.6,1050295.4,1247775.6,996064.8,944930.9,791971.3,690073,2737714.6,1444928.4,1087664.9
"FT2496",449.10441891381,434.22038269043,386387.988,121397.397,119091.227,507206.717,44352.585,210365.778,339571.418,138386.933,140288.976,575173.874,32196.272,197880.538,302636.598,127814.962,63031.281,507036.131,6393.377,161855.122,328171.006,99153.877,100589.854,484366.543,29887.696,184843.371,331029.928,127496.954,150005.14,490561.159,57592.755,107871.401,312176.043,143134.745,79623.387,440168.75,18005.744,178795.577,315645.922
"FT2497",449.113412237121,409.038757324219,301010.6,519825.5,419949.1,342619.4,240799.7,216277.5,283637.7,349910,380626.9,273885.8,222699.4,207713.8,267467.5,360943.8,355769.1,321684.6,195336.8,197873.3,276070.1,434720.2,398402.5,328962.8,252622.8,228104,271645.2,362499.9,380206.2,265832.9,234059.1,221661.3,280582.4,394348.4,394951.2,329215.6,195201.3,208833.7,280883
"FT2498",449.150210835103,85.4700012207031,8195030,2058943,12870710,2057859,5273593,3775693,8451471,2234788,4058848,3264046,5482843,3480170,8317609,4618251,3090742,2755566,61631052,4079976,8096510,1927146,12600199,2157145,5642344,3899543,7848601,2221625,4255905,3065345,5437528,3456379,8358251,4934288,3148047,2899186,62463543,4176835,8079236
"FT2499",449.198296543883,548.510986328125,394370.2,137622.05,124913.11,979742.42,39272.53,112282.7,336495.01,126248.08,101271.41,944371.51,28523.68,100488.44,304596.4,153987.32,147234.18,859496.78,71629.58,100552.4,326494.34,132586.5,122104.72,846719.53,35894.31,109649.82,333436.9,129008.06,103514.1,941346.06,35213.2,114004.48,305880.44,149875.73,148102.15,826816.2,71748.27,88638.28,308110.97
"FT2502",450.116420823666,410.383758544922,51202.17,89810.28,72848.58,45570.96,30942.87,26920,40634.69,54703.45,56026.77,46885.47,34404,23861.89,42567.88,64303.33,58893.76,43040.72,26345.41,24946.23,27477.82,79297.88,60228.77,41806.3,18193.27,40696.58,45337.51,47692.4,59883.08,37594.61,36219.29,35594.95,52476,67420.22,59782.31,48340.43,25047.69,28453.23,36272.56
"FT2510",451.110345622042,409.71125793457,130794.3,206375.01,168426.34,126602.6,111057.78,89184.9,127031.58,146110.13,157262.47,109300.56,95675.45,72554.83,118133.05,155636.26,154478.33,153328.69,71091.08,85930.17,106610.92,165589.4,157499.16,128026.32,80017.36,95575.48,109371.66,140300.43,144665.08,118237.24,91990.31,78358.38,111567.41,158972.14,166378.89,133025.65,86126.79,91098.26,115482.28
"FT2512",452.278367305892,96.4740982055664,1118687.94,102421.44,160185.04,2739886.8,195344.32,243565.06,1109088.65,135934.03,171232.83,2910559.31,222257.35,231432.57,1106984.2,152618.41,163552.35,2601868.24,338454.44,214072.5,1098897.47,96047.35,180666.7,2803719.24,202175.87,250581.12,1073811.07,142534.35,175235.4,2708928.74,214527.12,254685.99,1083063.62,154429.53,175145.07,2783934.93,333004.01,234088.28,1119795.16
"FT2513",452.278578638063,164.561996459961,528052.8,56587.4,55572.32,1468145.66,104857.81,102255.61,529051.74,52157.02,81606.66,1424905.22,65835.07,118376.69,511559.79,82589.5,63632.07,1543911.38,69594.23,75241.24,481805.78,62870.62,94930.2,1512013.81,104075.64,106768.62,518177.11,72202.14,105038.83,1476019.77,101060.51,121608.52,509994.93,71172.9,29666.76,1500076.38,125067.39,57260.73,564537.68
"FT2514",453.066987115701,716.734222412109,69722.013,0,0,0,359044.669,9249.322,67812.771,0,0,1473.916,360990.653,8433.943,59202.923,0,0,4913.4,339569.229,5858.042,60791.339,0,0,2136.393,371941.697,2166.171,59718.803,0,0,3736.36,368477.507,6054.747,66602.698,0,0,2087.07,325041.341,3430.16,62747.822
"FT2516",453.166456089006,339.870086669922,287123.28,59820.14,34567.91,547997.16,83125.41,149387.46,292015.42,103325.03,26577.74,668246.83,74631.04,163552.33,263129.08,108836.11,75186.09,590464.71,155558.25,99423.57,267884.46,58251.27,27704.61,507622.3,80102.24,141983.42,254545.44,91898.99,39635.24,654778.38,63084.9,151422.83,263179.39,112460.88,77625.29,540231.92,175844.57,107172.55,268819.21
"FT2517",453.281903026746,95.2425994873047,246363.99,10416.428,18322.461,578569.731,26374.603,46686.033,214087.919,12582.824,11501.638,672120.851,27826.617,38937.977,238214.946,17679.045,28622.327,620782.534,64273.952,35081.642,232756.231,17300.342,25702.671,659781.293,18565.696,24217.442,226545.056,15133.516,23907.016,624856.69,52193.009,43869.84,259172.334,8089.289,19757.999,648418.871,37556.739,25142.3,237424.842
"FT2520",454.111622659355,170.001800537109,123665.55,184730.17,142334.39,159533.79,42841.34,79580.31,146875.31,164591.76,157395.88,163211.63,34309.44,86607.91,129059.72,173970.57,151641.24,171292.26,46799.64,103310.64,122153.99,166124,144141.19,147509.04,32365.63,66309.45,133893.71,189794.39,148976.78,177387.12,33877.19,98883.99,123673.17,196025.82,143925.71,151110.37,53453.99,105067.51,140295.63
"FT2521",454.15049289166,232.742752075195,816875.2,297985.8,282231.7,898651.8,710293.5,600526.9,749197.1,408570.7,257793.4,1051702.6,628392,634850.8,740739.4,474917,404909.5,918267.1,1050836.2,489741.8,706500.3,256851,251909.5,903166.2,669203.1,613712.7,674943.7,399716.4,238631.7,1016522.8,615588.9,624058.9,691029.9,486263.9,397039.3,922502.7,1079955.2,501004.9,674241.7
"FT2525",455.097773895842,403.420013427734,171351.27,105382.15,120298.16,145580.42,152917.36,127790.13,172946.14,146857.15,118362.71,174957.03,171488.49,146744.05,145619.2,111900.42,112693.42,136390.67,198479.09,149628.88,161013.23,90761.27,125623.36,146705.14,142737.44,125846.86,165206.32,133514.9,138266.32,164587.65,173135.28,153439.58,164383.13,124197.32,119266.8,131696.18,196952.65,163124.42,166957.03
"FT2527",456.13137520665,431.441993041992,113635.94,114703.478,90353.17,247692.844,14889.978,93288.044,121656.422,108673.412,81653.798,240850.125,7256.15,88704.811,89826.49,107845.307,84683.521,224749,0,69596.102,103855.181,103352.12,79553.859,234521.884,8571.364,84157.146,107104.489,110188.518,67945.965,198885.499,2643.663,84307.875,104180.554,94946.196,72939.92,220240.046,0,77204.835,102176.27
"FT2529",457.187123457588,89.0951995849609,1201120.1,1076677.5,1355612,805748,977345.9,1263706.8,1283708,1136352.2,1191456.5,600217,1478557.1,1351692.2,1202728.5,1804071.3,894466.7,675963.7,1192802.4,1443673.6,1130482.6,1076867,1310426.6,825850,1012248.7,1217713.7,1130573.7,1102063.3,1227155.6,570376.5,1485854.9,1349954.9,1195374.5,1738896.2,894425,670387.6,1212155.1,1486154.7,1186426.6
"FT2530",457.248001392822,463.663864135742,46195.931,24555.061,72794.295,1988.828,18372.035,108750.751,45432.196,31685.083,54657.935,3986.378,63420.781,102323.093,29222.882,55097.952,103082.99,2434.07,188044.575,66430.939,32135.24,33358.991,71230.238,0,29726.232,73910.459,34024.265,24064.608,46538.727,1507.362,28946.874,103034.118,51865.653,43288.261,109295.612,3149.62,192321.285,68960.775,37794.277
"FT2531",457.888142877895,576.371398925781,93617.844,86305.948,96191.329,3077.631,105312.352,177822.197,97879.018,130775.633,114984.142,10964.615,111752.567,157763.701,96271.817,136906.869,70034.32,3245.395,158039.08,176082.035,112549.802,109715.803,114084.221,6906.671,124065.081,193244.947,131729.396,161493.273,141025.765,13654.862,168867.405,228348.472,151119.012,193562.044,131487.626,7419.484,242751.534,253349.792,153711.034
"FT2533",458.756308427569,990.342041015625,557140.1,454231.5,587527.3,507020.9,540081.6,588352.6,563266,565570.3,605605.4,559071,555253.2,522631.1,572663.8,526073.9,512517.3,519978.9,690748.9,546798.4,541387,418908.8,568283.7,504712.8,519591.6,539097.5,561022.9,529215.9,600162.9,564781.2,585590,574289.4,538385.3,526020.8,521530.2,490285.9,691594.3,543302.3,562098.3
"FT2535",459.263620335336,441.182006835938,2139023.3,749670.6,744133.2,1861532.1,3540103.3,994060.6,1862638.3,537075.1,831692.8,1639297,3235610.3,989675.9,1759309.6,657200.7,606682.4,1616390.8,1798343.9,898476,1706270.2,662415.9,692035.6,1603584.7,3169491.9,892963.7,1683395,541451.6,828565.3,1498526.4,3187950.7,941319.5,1699629.4,632196.4,594057.5,1604773.7,549237.3,908434.4,1691501.7
"FT2536",460.028333550873,607.066650390625,483473.2,208605.6,219598,786664.9,281808.9,333734.7,471987.2,296245.8,164217.4,1143358,245327,385667.9,466681.3,327724.8,305875.4,869109.7,496154.7,278898.6,449125.6,147738.2,215436.3,791225.4,268456.4,332216.7,465989.5,280853.5,170595.6,1135004,232691.4,397335.4,472631.9,332962,288116.4,871314.8,508077.3,278806.7,485812.9
"FT2537",460.180210499644,624.713623046875,63522.53,61630.4,91571.83,28406.87,100418.52,101505.68,52799.55,57487.51,70856.64,46603.71,115272.47,88039.66,50311.28,56597.58,78398.86,40776.13,118680.07,81006.32,65375.19,64901.29,68062.25,45551.16,104113.92,86647.35,55689.91,66500.76,90265.73,36165.1,100883.62,111020.97,68173.31,74749.1,66093.62,22187.4,111934,95588.63,70601.71
"FT2539",460.754264868338,990.342041015625,197042.5,170075.1,196336.8,167799.1,181116.2,201732.7,188819.1,204682.3,223736.4,196554.9,190616.6,186558.5,184368.7,188309.1,179456.9,172974.3,242874.6,188359,195994.3,144258.5,197231,167149.4,184670,205137.5,190711.8,182183.8,208650.9,206925.3,180029.9,198761,183353.4,188861.4,189395.3,179504.5,236782.3,218531.2,199998.4
"FT2540",461.013117004688,662.606018066406,254873.199,6964.781,12771.436,646733.065,96444.857,12535.108,231659.438,8680.184,6878.803,750528.281,59177.757,10399.756,197978.589,7046.376,22794.345,592116.157,221661.653,19888.226,243396.83,1500.637,6505.174,609024.306,84343.365,7154.111,225593.134,9045.52,15342.788,708393.032,85616.355,27864.554,228132.651,7899.027,14291.451,606441.708,210160.041,15208.459,226023.457
"FT2543",462.067338544641,678.362976074219,853887.96,117087.73,106899.06,2144166.57,134552.17,218933.34,808500.11,169596.52,96310.27,2719933.98,130782.63,228810.18,747090.72,180757.65,135962.81,2162750.05,168303.23,166498.61,765858.87,97440.78,87998.78,2062504.08,127958.58,225644.01,751572.01,164513.83,94254.39,2644662.24,125893.95,263765.32,775191.31,189756.07,133827.28,2135664.48,187644.65,175509.08,825424.24
"FT2545",462.299399517542,161.897727966309,250721.27,38555.21,50627.27,721384.63,35224.34,85751.66,252454.64,43727.12,56058.52,733380.72,27119.71,66626.5,257717.41,58626.04,54504.03,695978.36,21549.01,77082.01,230452.77,44250.88,56265.94,728115.19,41030.79,58913.48,258010.28,25906.83,41514.08,712290.78,24487.95,84693.46,250227.63,57866.56,64625.26,710909.08,45116.07,65396,251462.03
"FT2549",463.265168621671,78.2512969970703,281098.62,175786.62,143479.65,549054.26,122665.03,281635.15,269984.78,176486.95,170086.58,542560.91,125580.13,277183.62,225762.69,164745.13,164571.04,502423.22,103599.27,283806.08,235222.84,186333.97,183102.79,476981.2,133435.46,236900.78,310360.22,179398.39,176043.85,501705.02,78207.23,287301.06,210929.76,178192.36,109176.22,506310.13,81346.83,259973.28,269881.93
"FT2550",463.283513727025,94.0022964477539,145117.22,106428.53,105081.41,207074.9,99066.3,191100.27,168219.07,110374.11,121485.01,239010.54,135100.06,215314.64,160670.93,120014.46,137865.32,182283.09,152685.96,202402.95,131823.49,86875.54,101968.42,222207.24,109484.95,219424.16,168194.17,118299.31,133345.8,242200.28,135019.34,231136.76,49810.53,122981.74,145072.49,219664.77,158161.12,188196.73,157556.66
"FT2552",464.105396349013,337.783569335938,74020.975,7578.32,3671.031,88646.999,23889.143,17802.884,56430.12,11093.619,8227.936,119487.658,21781.175,33385.734,67510.098,14324.89,8463.521,72228.056,134365.081,30111.169,56801.725,1909.879,2594.072,89147.779,16585.915,12871.109,65758.913,3882.896,1850.392,98869.566,12995.996,36277.561,66602.532,13436.916,16707.598,59547.496,122389.999,21951.815,60050.613
"FT2553",464.314862253372,161.892776489258,2890152.5,577538.5,513872.4,7869085.7,361287,867867.4,2881958,583818.8,558409.2,7723260.9,351798.3,921418.5,2779532.9,598833.6,573956.9,7732734.6,318031.6,864202,2750304.5,543918.4,509552.8,7928141.2,308294.2,875660.7,2760531.5,664850.3,542124.8,7471823.8,369169.4,951803.5,2732876.5,556291.2,601917.7,7697228.3,332899.3,975101.5,2742832.2
"FT2554",464.314869069238,94.0022964477539,6195243,1151132,1046378.8,14339570.9,719717,2003768.1,6220703.3,1297502.8,1071400.4,15418199.3,526597.8,1560448,5993988.9,1288036.3,956984.1,13987303.9,852590.6,1884595.9,5819442.6,1106158.3,1081142,14981370.8,609739.1,2097193.2,5972789.9,1129743.6,943636.5,14577359.9,670151.7,2211461.9,6197245.3,1234048.6,1173292,14049948.2,464607.6,2019971.5,6035222.3
"FT2556",464.763865950896,983.1298828125,839981.8,517665.4,689585.3,596060.1,894526.3,1044274.2,842544.6,855806.3,823150.7,756072.9,928704.5,1046044.1,883359.9,772678.2,722405.8,613600,2039614.5,1220619.7,857424.9,574410.1,791136.9,646577.9,960795.6,1202511.3,952938.7,916688.5,907016.5,862106.4,1010858.8,1182324.4,948674.4,899698.4,782756,662015.4,2267510.8,1339671.8,985748
"FT2557",465.304691611886,77.0251998901367,497789.7,519346.1,452764.3,362673,423042.9,585917.7,494934.9,476280.5,508824.7,422587.6,529493.8,634421.1,465525.9,531259.9,482019.6,408924.1,392444.1,604355.6,490331.2,481346.3,449212.7,384727.6,423338.6,603862.4,465334.5,526870.3,520010.6,415181.7,484212.6,587834.8,488193.3,531953.2,503790.4,371915.2,397633.1,570812.1,500915.2
"FT2560",465.982809259457,644.055358886719,331894.99,401595.1,456164.79,204948.13,89949.67,454750.71,306572.06,374925.07,528485.12,144607.05,104339.26,334141.95,216604.42,270481.69,333327.74,186655.67,68231.53,487542.89,280812.54,358263.9,439050.52,193466.68,84825.39,433551.71,267457.73,323582.07,518850.5,154531.98,119454.73,413498.18,291404.1,320026.04,398795.02,174345.21,77461.49,505335.71,305500.97
"FT2562",466.331432409506,164.561996459961,384936.401,37260.599,40637.262,1252600.383,11767.003,60144.532,408871.382,45242.63,39790.96,1115964.443,8463.258,58697.198,391892.106,45328.082,43240.807,1176490.99,3066.36,70691.786,364674.15,36073.275,29923.605,1258439.25,0,58787.209,387309.52,49593.058,43566.924,1127043.069,10044.578,61073.378,389298.957,34228.227,34255.971,1156528.524,6171.046,64286.414,394457.949
"FT2563",466.761710928535,983.128173828125,234452.22,78190.86,203571.1,162633.56,218891.54,350832.36,233421.82,242094.95,205963.09,219219.27,259645.28,292810.77,262494.81,205639.27,211594.86,165134.18,572657.81,313760.74,255381.51,156061.05,181492.62,178994.04,270431.12,322434.15,248746.35,244451.86,257844.65,224746.89,306014.34,324763.39,263926.88,223936.83,226235.59,181856.98,597042.97,390848.58,274659.16
"FT2567",468.103489219433,274.735778808594,96721.83,89244.39,112221.69,92716.8,49848.65,90814.21,92933.01,74573.14,109480.1,84611.95,59011.79,78174.16,77004.18,84493.66,89974.23,82071.38,75586.89,88245.41,84716.84,72916.57,96293.66,77601.19,39982.88,84243.47,79110.14,83355.78,101268.22,73631.63,55160.4,73723.93,91566.78,72367.15,100717.83,71255.74,50849.6,77227.72,84962.08
"FT2568",468.129115289506,529.4169921875,93689.88,3008.821,9198.464,24614.053,513432.357,37342.874,86588.069,3109.576,2393.363,31897.412,513472.04,12984.472,71068.432,4656.335,2267.129,39898.089,437824.998,14298.643,88454.464,5590.208,3315.263,30420.143,506710.158,14399.461,88317.77,2204.748,0,27624.254,557054.706,28707.996,58711.729,6633.598,4672.902,22772.342,481921.249,19381.197,87059.806
"FT2571",471.07079398256,493.548034667969,1844232.9,1358243.5,968807.6,1515078.4,1070132.1,2214460,1830451.9,1697305.9,850248.7,1707607.3,1035964.7,2030663.8,1639369.6,1711521.6,1094660,1606399.2,2118530.5,1922628.8,1662590.6,1236535.2,1063159.4,1598833.6,996743.7,2132030.9,1703245.8,1639199.6,919452,1721112.7,1019352,2208499.9,1722597.4,1950451.2,1053779.9,1527605.5,2197733.5,1944600.1,1813428.7
"FT2572",471.078494571725,617.513977050781,161689.777,0,0,22587.393,1104280.837,149259.769,161425.265,0,0,45718.824,1067684.376,154241.15,136894.068,0,0,23396.1,1122662.999,122211.407,159754.201,0,0,26125.05,1053222.889,144471.585,159445.883,0,0,38585.686,1083406.601,131419.267,170096.037,1962.619,0,28240.347,1104386.812,125194.412,158783.78
"FT2573",471.086661261843,433.528549194336,167290.293,56423.949,52608.644,225580.071,28726.192,113462.182,155606.284,73529.589,70942.805,236401.961,7073.622,55774.096,88240.027,36063.146,45346.206,197806.142,0,76586.654,145124.71,23994.963,38775.455,220482.477,5877.119,54376.55,136107.633,42860.951,62787.75,212554.437,10469.935,89820.483,140666.513,45326.365,37444.118,204312.939,3884.206,99986.117,124728.059
"FT2574",471.105132830259,509.950958251953,452584.5,609196.1,562330.3,141012,182543.1,1101198.2,489202.2,591357.2,590829.2,202756.9,179855.4,1128038.8,464493.1,583382.1,570034.8,157761.8,159859.1,1045617.7,473063.6,545583.2,546047.9,123707.4,160111.4,1090107.8,443827.4,618706.2,628961.9,205301.7,204739.9,1123175.9,448125.7,598373.7,531529.5,130951.7,168734.4,1047047.7,468335.1
