"feature","mzmed","rtmed","NEG_1_QC_pool_n1.mzXML","NEG_2_WT_b1_t1.mzXML","NEG_3_PM-31_b1_t1.mzXML","NEG_4_PM-37_b1_t1.mzXML","NEG_5_KO-6_b1_t1.mzXML","NEG_6_KO-22_b1_t1.mzXML","NEG_7_QC_pool_n2.mzXML","NEG_8_WT_b2_t1.mzXML","NEG_9_PM-31_b2_t1.mzXML","NEG_10_PM-37_b2_t1.mzXML","NEG_11_KO-6_b2_t1.mzXML","NEG_12_KO-22_b2_t1.mzXML","NEG_13_QC_pool_n3.mzXML","NEG_14_WT_b3_t1.mzXML","NEG_15_PM-31_b3_t1.mzXML","NEG_16_PM-37_b3_t1.mzXML","NEG_17_KO-6_b3_t1.mzXML","NEG_18_KO-22_b3_t1.mzXML","NEG_19_QC_pool_n4.mzXML","NEG_20_WT_b1_t2.mzXML","NEG_21_PM-31_b1_t2.mzXML","NEG_22_PM-37_b1_t2.mzXML","NEG_23_KO-6_b1_t2.mzXML","NEG_24_KO-22_b1_t2.mzXML","NEG_25_QC_pool_n5.mzXML","NEG_26_WT_b2_t2.mzXML","NEG_27_PM-31_b2_t2.mzXML","NEG_28_PM-37_b2_t2.mzXML","NEG_29_KO-6_b2_t2.mzXML","NEG_30_KO-22_b2_t2.mzXML","NEG_31_QC_pool_n6.mzXML","NEG_32_WT_b3_t2.mzXML","NEG_33_PM-31_b3_t2.mzXML","NEG_34_PM-37_b3_t2.mzXML","NEG_35_KO-6_b3_t2.mzXML","NEG_36_KO-22_b3_t2.mzXML","NEG_37_QC_pool_n7.mzXML"
"FT0604",166.975157387261,450.977828979492,61961.84,37763.85,63794.41,47365.72,15550.66,59726.49,68757.78,47838.29,71889.14,74940.67,37362.43,65691.92,73912.66,41600.53,58566.53,71552.25,13755.08,95427.64,62556.13,24926.73,57026.89,56219.29,15266.34,64554.21,65925.34,52463.06,72134.03,70278.57,15273.1,69512.72,75555.98,41062.02,47209.58,78216.73,31876.1,89629.85,68045.03
"FT0606",167.043750743954,504.533569335938,737242.413,1046048.754,542925.51,8166.12,1331970.64,995948.064,770774.476,863664.581,446963.587,9431.272,1271266.068,866440.08,653729.429,1022081.509,613290.259,2298.224,1305411.826,766927.653,643014.311,936747.527,513136.336,11171.616,1245778.093,839484.793,652684.911,868911.324,401865.594,14912.598,1200804.487,822318.1,597568.909,986897.484,592689.589,7329.77,1246779.189,758275.992,629584.176
"FT0607",167.071389896835,81.8705215454102,1074239.9,1283113,1324449.2,1903457.3,1355655.7,1131842,1130222.2,1124713.7,1659319.9,1150851.9,1724444.2,986292,1172227.8,593266,1471295.4,702794,734571.7,787290.2,1262267.3,1249106.2,1284919.9,2085274.3,1423927.7,1140091.1,574263.3,1147440.4,1671010.4,1136077.8,1717819.4,986543.2,774358,632734.4,1442256.7,785942.5,754569.9,811727.5,1220341.4
"FT0608",167.834240211421,409.016998291016,2109213,1558726,1728802,1486840,1877109,1999414,1795511,1724795,1646643,1711628,1970261,2142489,1926086,1919696,1690253,1502430,2349360,2046780,1812983,1427270,1795846,1632449,2162801,2199550,1915082,1940332,1800988,1872592,2080818,2164702,2005894,1914776,1788873,1637844,2410007,2223268,1939732
"FT0609",167.851651726408,371.471984863281,134473.7,131709.6,166998.4,154588.5,182082.8,213087.2,201270.2,197586.5,209735.9,215219.9,210898.4,242823.3,230269.7,212544.5,200316.3,182299.7,246382.7,226783.6,212486,172743,184398.4,162204.8,197661.7,208638.2,209194.6,199277.5,183788.9,180946.9,202405.2,186541.8,189154.5,180149,193419.6,163507.4,212591.2,199353.7,194402.8
"FT0610",167.960894401432,964.25740625,346105.6,261185.4,324723.1,280914.4,353714.8,337743.6,323822.8,346782,248650.9,323138.6,274990.5,352844.1,340690.8,340310.7,275842.7,243756.3,382582.1,343888.4,204578.5,243137.9,255226.6,269319.4,351949.4,336875.8,318834.2,264741.6,310379.6,307482.6,308492.7,449615.6,305243,266012,307746.7,256501,429040.8,281491.9,347977.2
"FT0611",167.997259495268,551.335388183594,1130766.2,2253933.6,1385551,795187.8,681149.3,928142.5,1097194.6,2160172,1459937.6,710273.6,720038.7,958221.8,1119334.5,2090747.4,1242738.4,763569.7,624227.7,922755.6,998340.9,2037248.2,1314150.6,823919,649964.5,892549,1037642.7,1994722,1342058.6,723577.6,711710,896741.6,1037086.8,2085064.7,1223020.5,782639.9,635791.8,880472.6,1103243.4
"FT0614",168.066719809144,172.751541137695,229340.1,109840.2,206226.6,118034.1,296119.9,200357.6,212344.5,130322,182982.9,178512.3,324831.7,196767.3,208997.5,159282.4,245463.1,147540.5,502668.9,147658.8,203229.7,113585.8,188517.9,124461.7,295943.9,182733.9,195125,134946.8,197632.1,182358.9,313787,209750,202689.9,167088,249165.3,150865.6,502743.5,144008.7,210993.8
"FT0615",168.832194156581,410.4091796875,774692.7,612911.6,648952.1,554749.6,715491.9,736105,681655.5,663417,627175.5,619691.5,720665.4,825932.1,756348.6,765160.4,688625.8,607471,903720,917535.9,799196.2,662573.5,808633.6,717150.9,889303.3,895460.6,784482.2,797357.5,739194.3,732414.2,792948.3,827849.7,755273.2,738180.9,681955.1,562555,768085.9,778866,687883
"FT0616",168.850051062636,411.841735839844,103552.14,76674.09,85355.61,58328.8,104611.64,126924.15,101318.12,92405.63,88680.13,74020.24,95964.44,130940.67,83285.23,94034.97,85781.54,53748.29,110420.06,126873.2,82435.03,61626.44,89559.86,56763.74,90232.73,102427.54,79086.33,91992.62,73958.97,65329.67,81106.11,94625.34,81750.77,80092.25,68943.3,48044.13,98555.19,90527.84,61775.97
"FT0617",168.98133933383,625.781555175781,12941302,4997063,2899215,28931720,2694521,2381717,14332000,4928525,3171390,30603740,2840953,2445589,13687836,5171430,2894307,30151642,2874055,2642358,13752191,4981396,3091161,30337374,2881088,2576990,13596338,5243001,3267626,29816369,2917008,2795800,13750279,5223127,2973942,30853713,2966712,2645374,14981207
"FT0618",168.990786848596,593.318969726562,833706.6,158061.9,137598.7,2414546.6,172741.9,164548.9,838900.1,100591,137600.2,2448982.2,190652.9,177890.9,824917.4,134480.9,146364.4,2280413.9,167060.6,136774.5,850844.9,137107.6,136810.6,2484605.9,155628.4,168018.9,851791.9,119368.7,119130.1,2361645.2,190231.8,182635.4,846778.4,160872.8,141247.8,2286545.8,148541,141506.8,915797.8
"FT0619",168.99951490021,174.127105712891,159158.44,127394.98,99704.07,109481.21,117543.3,129714.64,167118.04,106557.45,131558.86,123445.31,121394.06,94256.19,129872.45,117915.56,91383.57,103677.55,102319.82,98992.33,133790.69,433915.01,403950.76,374877.55,390189.48,477779.73,102153.23,472172.58,422508.84,391757.86,415673.39,418902.67,146698.29,432466.35,405740.75,421536.68,432487.16,400780.64,123196.78
"FT0620",169.031408504945,518.947814941406,203324.4,204298.2,183662.8,213460.9,214641.5,189675.5,196365.8,176195.8,185261.7,203928.8,233502.6,180110.8,166790.1,173943.3,180976.7,190570,220450.6,160423.8,184423.1,181885.1,198900,208291.4,213338.4,164194.7,186999.1,174170.4,177231.3,197336.5,197285,174102.9,178920.6,160989.5,160934.9,206049.9,227739,155726.2,198270.3
"FT0622",169.098352787308,407.650634765625,2964551,2779892,2911870,2467452,2722892,2874164,2857228,2880664,2754987,2660845,2817383,2893301,2707455,2936779,2824079,2450673,2769335,2900063,2705547,2607834,2967655,2610855,2712546,2893163,2670997,2958873,2828593,2756293,2713394,2813680,2792804,3045856,2853776,1133359,2689254,2845429,2760970
"FT0623",169.834209901115,397.804992675781,537865.8,1024388.9,687652.4,1189401.9,727869.3,787721.2,720146.6,791639.6,779627.6,814607.2,849104.7,846245.7,829005.9,932817.1,846125.9,680216.6,871558.1,805073.9,745983.5,709407.8,701935.4,719180.7,704153,737964.3,699595.2,678685.3,748411.4,676957.6,688405.8,684854.8,710128,674043.7,610125.4,562991.9,660150,598793.3,589984.1
"FT0624",169.849722694953,371.471984863281,212171.7,197531.2,238569,216610.5,277136.8,289778.5,299565.2,288600.3,299286.3,292645.7,311515.9,335943.5,345077.4,309204.6,282681.4,251325,341855.2,319362.1,294997.9,253756.1,271444.6,252709.5,268216.4,301463.1,321525.7,297627.4,288659,257651.8,275473.6,289811.7,271039,246125.4,265064,234369.2,331731,278998.9,270650.4
"FT0628",170.043517012112,473.451766967773,268584.2,355181.5,299772.5,180756.1,368136.3,299893.5,282575.7,352488.9,298244.9,184201.2,340146.5,294620.3,257170.1,328547.4,286930.9,192644.4,282835.4,312484.4,229106.5,305250.4,270863.7,159544.5,387132.1,297926.2,244760.5,342574.5,291284.4,177180.7,330964.9,306869.5,240956.4,337843.5,256852,211264.8,311583.3,311679.9,243101.9
"FT0629",170.045724618747,513.890197753906,252033.7,190693.4,215437.4,356817,173440.8,137940.3,230807.5,192538.4,245045.3,355977.2,180500.7,175248.8,247252.5,202875.7,222527.7,384718.4,120942.3,141406.6,221033.2,175060.4,216161.2,349403.3,169170.1,145981.7,235733.5,191684.7,226011.7,363333.7,147138.3,128396.4,236008.7,205699.3,160743.7,386285.4,144767.8,172575.1,272477.6
"FT0631",170.833187391324,409.069213867188,380542.8,313533.7,344124,261965.3,322478.1,202210.5,278160.9,312600.3,260654.8,222889.5,275653.1,323093.3,246741.6,269346.5,215371.2,210779.4,261803.1,285221.5,224992,231171.8,285191.7,181177,136844,287430.7,257945.9,249444.3,225419.1,234516.6,250073.8,137248.3,223118.5,286054.2,257079.2,209320,240211.8,289193.4,276248.1
"FT0632",170.847170194697,411.850189208984,122481.39,84078.49,104748.37,69943.83,120615.72,127151,110536.82,112722.34,100382.06,75205.03,122866.15,124023.47,99984.45,116076.96,99377.97,60173.33,134661.85,128915.44,93208.38,62960.04,102336.04,65038.42,100066.55,123005.86,75995.12,94148.46,84743.9,54439.91,93097.98,104957.27,87310.48,99318.6,71740.52,41028.88,108881,97930.5,83562.76
"FT0633",170.946125752401,481.435302734375,167070.09,94396.56,183464.85,299333.9,0,73692,139370.88,111891.16,134230.02,285025.18,0,55928.79,122591.82,93426.38,154645.04,286509.07,0,57996.56,160506.06,134661.57,179473.79,82436.09,0,74344.29,166830.91,101464.97,185970.43,299506.49,0,55858.89,122245.94,72245.62,118544.62,309437.25,0,32750.78,171774.03
"FT0634",170.977128889071,625.773986816406,542949.69,209778.99,101477.07,1254301.09,102778.32,92176.32,583451.64,200816.12,118786.99,1300884.01,109602.68,98211.37,559701.3,207138.5,115995.42,1251949.33,113794.06,96671.29,577120.22,200570.69,126998.63,1304762.84,116781.91,101411.32,587124.04,216833.99,138563.23,1271208.26,112995.24,104754.3,556370.47,206142.71,115284.45,1356896.81,127225.5,107398.09,612888.06
"FT0635",170.985433399792,624.486022949219,143634.819,26740.906,26054.208,258877.502,24302.365,19323.723,154912.513,34341.449,12474.46,350219.754,13939.672,19278.423,134233.297,41917.53,7880.003,350094.693,28215.502,24720.297,151923.552,60986.831,26894.373,352692.696,20756.409,21265.774,159951.909,44567.308,31813.093,324718.09,23068.886,21210.04,141555.572,50124.641,18788.947,341398.969,20108.217,30880.979,160434.512
"FT0636",171.006491304192,544.34288671875,31166272,16815911,16104691,50924131,4838242,14128343,31246141,16440939,14503869,52099748,4819945,14767552,29197267,17470989,18392436,46733716,7152530,12942730,27363166,14669339,14333897,48131522,4284290,13492590,26976638,13695762,12749318,50657455,2978276,9087273,25981694,16288837,16078118,46053153,6849435,10999870,26227938
"FT0637",171.006470607849,481.554641723633,102671436.9,81371307.9,118840364.5,196307469.9,1875789.7,47540101.7,103948823.3,64597322.1,105219454,185584138.4,536673.6,36991681.4,96950239.9,60418859.8,91068088.2,193575097,1891215.6,30368254,95905245.4,74411832.5,115952814.1,195721962.6,202429.6,46562936.7,94161546.5,61168664.8,105593184,184723780.4,1440837.3,37979176.6,96639134.6,59497297.6,89402028.8,189679032,1033965.7,37894861.5,98651455.3
"FT0638",171.020054551621,973.444152832031,1936776.5,2863994.3,2178730.1,3064134.5,2193105.5,1996931.5,2691143.3,2214848.1,2554536.5,4000998.7,1767654.3,1973317.7,2032767.2,2058573.2,3229375.2,887835.8,1735747.6,1933896.1,3005846.7,3314805.8,3074718.2,2245778.1,1907586.9,1807587.3,2669370,1996475.3,2483516.9,3606441.6,1897839.9,1694302,2887026.5,1561550,3275254.9,2365389.1,1352385.4,1472624.8,2775987.3
"FT0639",171.020026655751,503.159759521484,3167476,3922139,3526538,4968489,2968271,3086594,3453084,3309008,3832462,4999791,2297763,3275273,3541721,2773336,5894131,3146783,3329678,3270327,5863136,3066901,3546627,4477575,2001251,3107885,5215825,3032250,3539884,4500433,2494603,2413389,3759697,2843273,3098867,4464169,3214753,2906883,2928549
"FT0641",171.02018812802,1187.45727539062,2629794.8,2465084.6,344442.7,2681850.1,2527861.4,2638642.3,3173924.1,3128735.7,1792469.4,1939208.2,2504842.1,2257162.7,1848190.4,1535174.3,3588580.4,2873709.3,1539040,2370848.7,1542045.5,2759551.4,2875162.1,1055790.7,2260661,2390082.3,3255039.6,2363962.4,1860059,1640765.1,1914734.3,421131.3,2834653.8,556357.8,2475869.2,752994.4,273060.5,158953.6,3431822
"FT0647",171.041180131513,558.276977539062,193564.1,244562.4,218025.1,165818.2,189639.4,189074.8,192389.3,223144.1,223271.8,148841,188688,187415.3,177410.4,223887.7,180427.8,157579.5,156502.7,189661.5,183032.8,226040.2,220114.6,171065.9,175875.6,173048.6,167654.9,220015.2,208004.8,147553.6,197854.3,184669.5,170136.8,237137.6,175056.2,148762,155368.7,189790.3,188163.9
"FT0648",171.06639896323,165.882919311523,500635.5,440649.4,445312.7,435917.1,425859,393832,415856.3,428816.2,436104.7,413003.1,435890.6,477705.2,468438.2,412216.4,405354,412737.4,401333.3,491972.3,406942.8,404223.6,422778.2,400275.8,496417,410911,410642.5,459847,420253.3,440981.2,415560.4,430475.8,409998.1,434136.5,385076,416141.4,371555.9,422678.5,410740.1
"FT0649",171.077600126452,407.613983154297,191156.62,217796.75,240800.58,183388.35,139028.23,144026,211995.23,183059.85,212506.09,147574.2,169145.31,153581.8,165844.47,196644.76,166844.29,160755.43,129451.02,148256.73,162789.23,189587.16,209806.52,188198.55,142938.6,133369.12,169619.36,189768.08,198123.27,148087.82,175212.1,133861.61,164844.12,189548.93,185080.15,186724.89,96148.88,135359.76,175794.81
"FT0650",171.139152756564,90.3173990356445,873839.3,848456.5,875983.7,934219.2,880486.5,855008.8,943994.6,826425.6,897177.6,957801.7,1026445.3,915556.3,948837.8,833792.4,959307.7,894349.3,1021324.2,969896.9,984059.9,863635.9,917232,991993.9,923256.5,941302.3,884920.9,921644.2,985617.1,998258.7,1076625.9,990312.3,908519.1,948840.9,982016.9,931267.8,1021402.2,993389.5,995130.1
"FT0651",171.831666927527,397.804992675781,294758.5,556150.8,386703.8,641128.9,410466.6,448163.7,418795.1,437933.8,423465,411458.2,458751.3,473414.2,449044.7,508198.3,463073.1,414562.5,479372.7,449418.4,411634.7,672579.7,442660.9,382345.1,410392.6,426064.7,359227,399702.9,400643.4,360337.3,360293.9,357718.7,398501.5,368140.8,371706.6,598838.4,392111.6,328763,330153
"FT0652",171.847856560596,371.471984863281,55288.7,58747.31,73734.32,67196.69,84232.05,97029.94,78267.47,89336.93,92326.61,89702.92,102201.52,99151.17,93358.52,88053.7,84670.14,76428.94,107730.01,102330.65,89281.16,69429.18,81006.22,66312.39,69047.53,92609.61,95490.69,90126.03,76053.14,81364.22,93396.15,81559.19,80003.71,69235.97,75112.12,68989.97,97159.91,89191.75,75342.36
"FT0653",172.009946717579,542.974090576172,1169278.2,747772.5,730327.4,1754639.4,299501.2,638356.9,1164138.5,722952.7,673198.2,1731999.6,303371.9,795406.1,1290521.9,897737.5,841989.3,1574865,346038.9,610658.4,1041642.3,659801.5,583230.7,1621240.7,274403.7,611492.3,1058753.7,619788.5,616153.4,1670744.6,248879.9,566796.9,954347,659826,661748.2,1524612.1,312886.1,482371.4,967292.9
"FT0655",172.014746580127,386.746002197266,136785.4,147301.71,155271.37,114043.99,123725.04,119509.57,118425.12,126516.57,163692.33,115240.18,114367.31,107031.82,118716.37,127545.49,145699.43,93717.98,93835.03,54926.09,121370.93,140632.88,144761.44,124681.66,116482.98,116839.11,48127.95,125829.77,146345.41,110732.93,116615.07,104628.48,132484.78,124890.48,148203.74,112703.53,88424.14,105973.34,131479.15
"FT0656",172.024044608823,350.314,978033.9,230574.8,197782.8,1483909.9,0,495055.4,918924.5,351589.5,213926.1,1475839.4,0,735973.8,862071.9,403668.4,343323.6,1458025.7,0,380053.8,846129.7,239813.1,235215.2,1453344.2,0,638631.8,857449.6,531475.3,211175.4,1434988.9,0,739623.3,867253,345620.2,517556.3,1328278.3,0,580708.3,877170.3
"FT0660",172.917396475746,991.913024902344,442854.1,449809,479993.1,491968.7,455757.5,470210.6,470173.3,509246.8,554643.1,557155.6,525960.9,534637.9,539804.9,548902.3,571857.4,601305.7,505581.7,528743.2,613512.8,647493,633703.3,685971.1,675668.1,623144.8,699848.9,691932.1,761271.2,750396.8,677810.1,701270.8,709838.2,703144.7,744763.3,763914,694880.9,747574,872770.6
"FT0663",173.009195327381,652.497985839844,1139613.7,362908.9,300640.1,2880417.1,477800.6,382595.2,1098494.3,291505.9,295503,2569057.1,499437,357917.9,1047837,278892.4,280296.4,2639900.7,381725.8,350324.3,988463.3,294943,272333.3,3218788.4,447118.8,388804.7,1031796.7,287137.9,271773.9,2587963.7,491837.6,365987.4,1078467.4,303922.3,281776.1,2519317.3,409723.6,388932.3,1098811.2
"FT0665",173.010649435659,544.343017578125,378381.86,190876.32,193633.31,587317.9,48865.79,154508.83,354241.23,202895.34,170585.18,612389.98,59240.2,190641.29,355806.95,231288.23,237506.45,559085.62,105433.48,149901.51,326702.79,182276.63,180468.5,568625.96,33317.31,160459.94,304727.08,180597.21,125592.17,569643.78,52262.94,157337.71,290994.04,210600.77,190226.61,562819.93,94323.2,118550.13,312026.59
"FT0668",173.104485091771,845.425537109375,15819551,10170678,14421301,19154477,18594420,10814232,15672082,11160845,14825374,20257394,18644599,10276260,15096315,11868801,14612948,19152323,19784205,10211794,15310811,9354652,13802154,18808615,18110499,11069316,15448551,11203506,14333438,19741894,18981883,11430072,15718312,11918045,14242603,19400200,20899810,10786835,15884918
"FT0669",173.929429018688,990.435974121094,52222.2,50302.99,62397.83,60173.79,52961.68,63382.48,55047.45,55188.31,65916.15,59214.97,51906.89,50537.91,44778.84,62735.29,47613.54,55671.09,47510.98,58514.7,56403.05,57682.33,65331.66,57267.47,51304.55,50211.87,51860.15,43960.75,58681.83,58380.14,52961.79,46627.99,53209.17,45599.96,55669.6,49711.87,57702.83,31256,50792.53
"FT0670",174.01258832809,651.158599853516,48978.555,9657.768,12945.721,163519.227,12884.546,14066.415,63357.36,13979.318,6451.002,144192.46,15581.432,14319.907,69371.462,7123.483,7092.958,160485.735,16396.313,7225.166,55994.571,6049.116,4555.359,198028.758,17040.901,10815.439,44297.989,2527.808,9826.222,164223.89,21548.661,11594.028,38221.628,5959.293,6482.718,146063.368,5242.528,9369.681,37470.96
"FT0671",174.017196027694,232.02025604248,105255.73,53010.05,44390.63,127657.23,100581.57,85050.2,106411.53,51283.28,26366.16,127879.03,97710.96,86553.47,105931.46,85535.82,60072.74,125014.87,158457.5,65156.59,95852.3,28567.42,23637.08,112580.53,102542.22,95085.18,106790.79,61288.95,35188.96,135192.78,102215.82,87054.6,97524.87,71415.32,59817.71,124588.43,158138.73,75421.64,98097.72
"FT0672",174.040730744021,532.085571289062,62716922,51201446,31157117,98412363,43765652,22532547,62106951,48846144,33284079,101495756,44143138,24182210,61465932,50229003,29976518,100405518,40736242,22607564,60664078,47615572,30468375,98340425,41827960,23107723,59929985,49486532,32092856,98635641,43133982,23304498,59528761,47755365,28383203,99424074,40692442,23198182,59420941
"FT0673",174.077187368124,504.519088745117,60258.769,14612.313,12484.988,129669.47,27100.05,6428.137,55094.567,11914.608,3449.098,106611.089,17313.853,5486.898,46108.356,14387.838,9551.475,126699.265,9590.026,6090.518,53506.6,13427.411,14325.281,134746.189,20383.658,7018.063,58152.656,11592.012,11242.418,116042.973,169874.189,10669.352,46050.255,15433.135,11985.433,124298.256,11122.379,9744.19,32695.594
"FT0674",174.101893645093,846.781311035156,216272.8,126148.9,190741.8,261729.7,246769.6,141096.5,202885.6,137945.1,187147.4,284306.3,254010.4,138131.9,209286,148806.6,184852.8,247019.4,271202.2,138264.4,204751.8,119392.8,188439.3,246581.1,258253,144539,218611.1,144436.2,174437.8,271943.5,257829.4,150905.3,199193.2,152219.6,189122.5,262941.6,285214.7,139470,204765.1
"FT0676",174.861000811576,408.978057861328,2012750,1659291,1815774,1354903,1837782,1989722,1710277,1697752,1657210,1495915,1816372,1869890,1743148,1722806,1653134,1263024,1972472,1782156,1561282,1348703,1592727,1262933,1703864,1800059,1527218,1628143,1578088,1389760,1678408,1690070,1530777,1594129,1478032,1228084,1811469,1628740,1473333
"FT0677",174.924113918068,990.435974121094,828335.1,776342.7,814557.5,829411.5,767445.1,752817.7,818529.6,815902.9,887861.7,837126.2,747178.6,758854,793095.1,792294.2,817082.5,824722.2,736963.1,729660.4,772077.7,728608.7,837469.2,795428.3,748751.9,682946.3,800847.1,787469.3,886704.4,817681.6,765573.6,729259.6,801265.3,759983.8,787162.9,798574.2,716229.7,725363.2,813208.7
"FT0678",174.930182262523,990.435974121094,51313.26,48349.62,53481.68,46387.2,51575.05,50082.14,49610.06,51540.16,62599.64,51115.31,46685.02,49000.49,34579.49,47540.28,54200.09,45072.6,46355.67,54056.02,46009.16,43321.5,38995.28,48792.72,42914.1,43369.73,54655.4,41609.67,54091.14,54317.68,56383.89,55318.8,54651.59,53216.19,56085.67,53758.11,46512.07,44413.22,49879.24
"FT0679",174.937489938831,652.612609863281,554292.1,592642.7,601625.6,515767.9,573299.8,560097.2,589630.3,576731.1,667134.3,576224.4,697554.4,623742,644788.1,628062.1,698641.1,671091.6,653319.7,702454.3,725989.9,773542.1,809949.8,738140.8,826578,807285,764562.6,824354.4,912226.5,803010.2,914305.1,799610.9,853743.3,902533.3,953732.9,874254.7,922535.6,962577,953535.9
"FT0680",174.946834095079,579.036010742188,316660.1,348959.6,318609.6,288621.9,340978.5,341166.7,321763.7,362542.3,367166.6,344071.2,368312,368097.5,364339.1,376303.2,327786,348216.4,430745.2,417146,359684.7,382996.5,412497.3,414695.8,431587.5,430054.9,393795.2,422360.4,453716.9,409783,479497,524897.9,467494,488394.6,481670.7,438113.6,598600.2,561579.8,524076.6
"FT0681",174.946969432788,409.016998291016,283374.5,272248.3,252023,219960.6,273888.6,318158.4,343157.4,304081.1,321179.5,292721.6,335594.9,322600.7,299287.4,311640.8,299441.9,253057.3,301215.2,465857.1,422322.8,346320,338259.9,309587.9,366767.7,384756.5,416008.9,406035.4,377651.3,400007.1,439012.1,448070.1,480998.4,466614.5,441557,381293.7,393301.6,589624.7,518962.5
